################################################
##                   SPRank                   ##
################################################
in_rec:          1AM0-A-41-AMP/amber/rec.amber.mol2
in_cpd:          1AM0-A-41-AMP/amber/lig_charged.amber.mol2
in_poses:        1AM0-A-41-AMP/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 1AM0-A-41-AMP/amber/rec.amber.mol2
--> heavy atom num: 344
Load compound: MOL from 1AM0-A-41-AMP/amber/lig_charged.amber.mol2
--> heavy atom num: 23
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
rdock_07_81 -214.234 -2.704 -20.193 -11.185
rdock_07_83 -172.461 -2.605 -9.926 -10.616
rdock_07_85 -544.206 -2.524 -56.138 -11.266
rdock_07_87 -139.239 -2.513 -0.266 -10.561
rdock_07_90 -560.747 -2.573 -61.137 -11.388
rdock_07_91 -532.962 -2.600 -57.219 -11.367
rdock_07_92 -578.816 -2.704 -52.187 -12.147
rdock_07_93 -523.386 -2.476 -59.372 -11.133
rdock_07_97 -520.357 -2.752 -56.750 -11.611
rdock_07_99 -570.281 -2.187 -56.413 -11.763
rdock_07_101 -599.215 -2.732 -58.640 -12.101
rdock_07_103 -496.989 -2.694 -44.865 -11.410
rdock_07_104 -522.973 -2.961 -47.275 -11.858
rdock_07_105 -158.203 -2.379 -0.458 -10.530
rdock_07_110 -418.523 -2.651 -32.390 -11.296
rdock_07_113 -541.035 -2.338 -66.153 -11.189
rdock_07_114 -581.589 -2.710 -59.997 -12.045
rdock_07_115 -597.624 -2.453 -58.033 -11.690
rdock_07_116 -491.797 -2.730 -43.896 -11.385
rdock_07_122 -550.851 -2.494 -59.787 -11.266
rdock_07_123 -532.367 -2.740 -57.108 -11.647
rdock_07_124 -427.037 -2.587 -40.017 -11.104
rdock_07_126 -503.116 -2.692 -50.448 -11.436
rdock_07_128 -537.885 -2.489 -61.638 -11.182
rdock_07_134 -183.965 -2.442 0.433 -10.530
rdock_07_137 -419.591 -2.541 -29.227 -11.077
rdock_07_139 -521.119 -2.449 -61.351 -11.123
rdock_07_141 -559.122 -2.678 -57.256 -11.570
rdock_07_142 -524.042 -2.612 -50.176 -11.380
rdock_07_143 -564.559 -2.675 -57.607 -11.557
rdock_07_144 -503.708 -2.592 -48.394 -11.192
rdock_07_147 -499.126 -2.678 -51.465 -11.285
rdock_07_149 -462.572 -2.723 -34.448 -11.459
rdock_07_150 -598.234 -2.418 -59.026 -11.690
rdock_08_2 -243.963 -2.759 -4.630 -11.012
rdock_08_3 -183.359 -2.391 2.484 -10.530
rdock_08_4 -543.780 -2.189 -53.854 -11.340
rdock_08_5 -571.733 -2.547 -68.867 -11.507
rdock_08_7 -519.488 -2.695 -54.015 -11.623
rdock_08_9 -565.126 -2.258 -66.041 -11.262
rdock_08_12 -532.976 -2.786 -57.877 -11.593
rdock_08_13 -571.788 -2.445 -55.794 -11.566
rdock_08_14 -305.145 -2.723 -32.281 -11.205
rdock_08_15 -550.823 -2.792 -52.109 -11.804
rdock_08_16 -343.371 -2.454 -24.528 -10.792
rdock_08_18 -536.801 -2.603 -60.020 -11.295
rdock_08_22 -626.732 -2.490 -61.869 -11.796
rdock_08_23 -384.190 -2.762 -13.545 -11.257
rdock_08_24 -539.284 -2.572 -53.442 -11.374
rdock_08_27 -408.922 -2.614 -26.838 -11.203
rdock_08_28 -338.590 -2.424 -22.064 -10.792
rdock_08_29 -91.605 -2.337 1.829 -10.586
rdock_08_31 -267.672 -2.297 -12.107 -10.464
rdock_08_32 -586.736 -2.549 -56.252 -11.789
rdock_08_33 -178.128 -2.739 -4.581 -11.012
rdock_08_36 -278.330 -2.539 -8.240 -10.498
rdock_08_38 -562.956 -2.635 -61.194 -11.505
rdock_08_43 -546.438 -2.816 -45.341 -11.633
rdock_08_45 -501.335 -2.387 -52.787 -11.070
rdock_08_46 -586.282 -2.543 -58.103 -11.711
rdock_08_47 -92.503 -1.707 2.534 -10.449
rdock_08_48 -203.636 -2.482 -10.030 -10.460
rdock_08_49 -592.148 -2.442 -62.969 -11.700
rdock_08_51 -477.034 -2.666 -45.370 -11.234
rdock_08_52 -534.153 -2.754 -59.147 -11.593
rdock_08_53 -156.321 -2.102 2.092 -10.691
rdock_08_54 -209.345 -2.582 5.230 -10.646
rdock_08_57 -536.060 -2.556 -55.252 -11.291
rdock_08_58 -164.189 -2.338 -6.003 -10.505
rdock_08_59 -465.056 -2.545 -54.121 -11.034
rdock_08_60 -204.803 -2.755 4.000 -11.012
rdock_08_61 -495.859 -2.695 -47.994 -11.436
rdock_08_63 -196.425 -2.688 -4.177 -10.977
rdock_08_64 -242.321 -2.918 -13.077 -10.895
rdock_08_65 -247.588 -2.456 2.499 -10.530
rdock_08_68 -555.275 -2.357 -58.627 -11.273
rdock_08_69 -513.512 -2.752 -43.736 -11.553
rdock_08_70 -560.416 -2.310 -62.870 -11.200
rdock_08_72 -575.066 -2.790 -59.395 -11.970
rdock_08_73 -560.480 -2.680 -63.400 -11.541
rdock_08_75 -249.298 -2.392 -7.665 -10.495
rdock_08_76 -224.351 -2.771 4.819 -11.012
rdock_08_77 -196.834 -2.551 -1.434 -10.587
rdock_08_78 -556.371 -2.339 -58.604 -11.273
rdock_08_79 -540.855 -2.618 -57.827 -11.313
rdock_08_81 -383.934 -2.328 -38.477 -11.040
rdock_08_82 -181.707 -2.529 -5.448 -10.479
rdock_08_83 -576.820 -2.438 -51.668 -11.612
rdock_08_84 -605.199 -2.633 -60.673 -11.845
rdock_08_87 -413.152 -2.625 -29.632 -11.203
rdock_08_89 -479.133 -2.265 -40.277 -11.005
rdock_08_90 -544.892 -2.188 -57.129 -11.293
rdock_08_92 -614.204 -2.781 -56.032 -12.177
rdock_08_93 -565.509 -2.677 -68.270 -11.529
rdock_08_95 -497.574 -2.640 -47.420 -11.192
rdock_08_96 -253.996 -2.205 -2.926 -10.726
rdock_08_98 -575.399 -2.361 -64.537 -11.584
rdock_08_100 -530.447 -2.855 -51.917 -11.694
rdock_08_102 -272.095 -2.817 1.447 -11.047
rdock_08_103 -239.762 -2.866 8.368 -11.012
rdock_08_104 -249.448 -2.582 6.342 -10.681
rdock_08_105 -192.063 -2.668 -2.596 -10.826
rdock_08_111 -190.681 -2.176 -2.627 -10.691
rdock_08_113 -286.861 -2.870 3.827 -11.019
rdock_08_114 -167.341 -2.712 -0.531 -10.977
rdock_08_116 -552.066 -2.378 -54.940 -11.321
rdock_08_117 -391.599 -2.241 -40.208 -11.067
rdock_08_119 -291.066 -2.287 0.784 -10.494
rdock_08_121 -227.511 -2.543 1.899 -10.561
rdock_08_122 -225.446 -2.472 -5.323 -10.449
rdock_08_124 -302.305 -2.733 -24.596 -11.228
rdock_08_126 -464.314 -2.387 -51.993 -11.003
rdock_08_127 -587.129 -2.415 -57.434 -11.657
rdock_08_128 -197.716 -2.274 -0.184 -10.460
rdock_08_130 -138.667 -2.469 -0.582 -10.530
rdock_08_132 -576.434 -2.527 -59.812 -11.565
rdock_08_137 -476.585 -2.504 -41.703 -11.106
rdock_08_138 -559.276 -2.577 -60.176 -11.364
rdock_08_139 -284.871 -2.594 6.611 -10.694
rdock_08_140 -500.247 -2.689 -50.888 -11.436
rdock_08_142 -599.189 -2.615 -58.695 -11.821
rdock_08_143 -508.469 -2.668 -53.820 -11.379
rdock_08_145 -564.583 -2.360 -63.396 -11.340
rdock_08_147 -560.660 -2.451 -52.617 -11.345
rdock_08_149 -425.818 -2.685 -41.474 -11.239
rdock_08_150 -285.497 -2.528 -4.948 -10.486
vina_01_1 -389.272 -2.538 -31.746 -11.100
vina_01_2 -582.788 -2.564 -56.312 -11.838
vina_01_3 -582.100 -2.526 -57.442 -11.675
vina_01_4 -331.392 -2.540 -22.482 -10.823
vina_01_5 -340.855 -2.648 -20.735 -10.948
vina_01_6 -536.090 -2.711 -49.821 -11.624
vina_01_7 -621.354 -2.638 -62.709 -11.896
vina_01_8 -331.107 -2.595 -19.310 -10.871
vina_01_9 -465.572 -2.824 -41.282 -11.470
vina_01_10 -379.296 -2.531 -26.509 -11.100
vina_01_11 -510.464 -2.583 -56.310 -11.270
vina_01_12 -419.358 -2.577 -48.355 -11.073
vina_01_13 -564.634 -2.559 -59.690 -11.423
vina_01_14 -515.972 -2.432 -48.930 -11.164
vina_01_15 -381.038 -2.550 -32.982 -11.100
vina_01_16 -357.379 -2.446 -32.071 -11.069
vina_01_17 -225.529 -2.676 3.986 -10.826
vina_01_18 -538.650 -2.498 -52.060 -11.289
vina_01_19 -225.233 -2.476 5.372 -10.530
vina_01_20 -352.540 -2.407 -22.840 -11.057
vina_01_21 -242.769 -2.501 4.133 -10.561
vina_01_22 -368.475 -2.489 -24.790 -11.057
vina_01_23 -525.075 -2.593 -54.485 -11.415
vina_01_24 -298.879 -2.740 -18.964 -11.150
vina_01_25 -319.666 -2.621 -16.043 -10.871
vina_01_26 -549.381 -2.368 -57.809 -11.237
vina_01_27 -247.589 -2.268 -1.970 -10.460
vina_01_28 -268.909 -2.119 -15.293 -10.835
vina_01_29 -303.250 -2.424 -8.165 -10.467
vina_01_30 -297.822 -2.406 -4.609 -10.537
vina_01_31 -242.102 -2.601 0.371 -10.687
vina_01_32 -543.598 -2.486 -55.237 -11.235
vina_01_33 -416.607 -2.470 -42.819 -10.968
vina_01_34 -265.993 -2.111 -1.904 -10.726
vina_01_35 -228.618 -2.235 -0.180 -10.553
vina_01_36 -177.321 -2.375 -2.310 -10.530
vina_01_37 -490.291 -2.260 -54.214 -10.970
vina_01_38 -401.844 -2.333 -42.481 -11.047
vina_01_39 -332.709 -2.485 -13.366 -10.510
vina_01_40 -345.017 -2.355 -15.219 -10.805
vina_01_41 -486.941 -2.428 -51.100 -11.010
vina_01_42 -291.496 -2.169 -6.173 -10.628
vina_01_43 -270.285 -2.425 2.317 -10.565
vina_01_44 -359.337 -2.174 -21.864 -11.188
vina_01_45 -244.511 -2.688 -5.714 -10.895
vina_01_46 -238.563 -2.443 4.582 -10.530
vina_01_47 -193.622 -2.245 4.454 -10.553
vina_01_48 -278.915 -2.236 -5.176 -10.478
vina_01_49 -241.715 -2.099 1.085 -10.631
vina_01_50 -245.811 -2.606 -2.349 -10.687
vina_01_51 -240.370 -2.504 3.180 -10.561
vina_01_52 -221.768 -2.208 0.871 -10.691
vina_01_53 -364.599 -2.368 -24.172 -11.113
vina_01_54 -449.136 -2.729 -53.428 -11.404
vina_01_55 -342.915 -2.423 -28.240 -10.804
vina_01_56 -286.535 -2.653 -2.660 -10.833
vina_01_57 -252.257 -2.336 2.949 -10.621
vina_01_58 -229.436 -2.274 -9.985 -10.390
vina_01_59 -244.358 -2.230 -1.572 -10.553
vina_01_60 -324.507 -2.510 -23.894 -10.823
vina_01_61 -203.094 -2.359 -1.150 -10.586
vina_01_62 -287.809 -2.431 -1.024 -10.537
vina_01_63 -353.055 -2.548 -28.395 -11.100
vina_01_64 -330.321 -2.238 -21.132 -10.814
vina_01_65 -271.735 -2.419 -4.985 -10.484
vina_01_66 -154.613 -2.403 -1.443 -10.530
vina_01_67 -420.765 -2.286 -29.209 -11.003
vina_01_68 -261.923 -2.015 -11.021 -10.418
vina_01_69 -307.596 -2.059 -15.642 -10.678
vina_01_70 -231.573 -2.398 -10.901 -10.471
vina_01_71 -365.338 -2.390 -39.185 -11.045
vina_01_72 -286.791 -2.041 -5.094 -10.368
vina_01_73 -204.371 -2.249 -4.373 -10.481
vina_01_74 -238.318 -2.384 -10.434 -10.460
vina_01_75 -351.390 -2.319 -48.860 -10.854
vina_01_76 -202.553 -2.144 -2.559 -10.691
vina_01_77 -344.821 -2.503 -20.074 -10.993
vina_01_78 -151.487 -2.263 -3.778 -10.460
vina_01_79 -205.658 -2.193 1.663 -10.691
vina_01_80 -226.125 -2.150 10.893 -10.691
vina_01_81 -284.944 -2.058 -15.907 -10.678
vina_01_82 -284.097 -2.503 -8.587 -10.498
vina_01_83 -230.858 -2.030 -6.378 -10.372
vina_01_84 -205.774 -2.390 -0.329 -10.530
vina_01_85 -235.725 -2.390 -7.080 -10.460
vina_01_86 -208.139 -2.447 1.594 -10.530
vina_01_87 -319.404 -2.514 -7.126 -10.498
vina_01_88 -223.879 -2.402 3.471 -10.530
vina_01_89 -272.877 -2.156 -7.459 -10.656
vina_01_90 -287.979 -2.379 -8.729 -10.467
vina_01_91 -190.582 -2.596 0.479 -10.687
vina_01_92 -471.762 -2.057 -47.207 -10.948
vina_01_93 -209.028 -2.321 -6.701 -10.455
vina_01_94 -168.849 -2.118 -5.265 -10.610
vina_01_95 -176.645 -2.043 -2.911 -10.442
vina_01_96 -305.200 -2.307 -7.686 -10.424
vina_01_97 -297.868 -2.295 -9.600 -10.424
vina_01_98 -181.928 -2.190 7.235 -10.691
vina_01_99 -198.114 -2.265 -6.365 -10.390
vina_01_100 -158.754 -2.005 3.214 -10.442
vina_01_101 -181.618 -2.193 0.141 -10.691
vina_01_102 -227.391 -2.245 -8.635 -10.482
vina_01_103 -230.128 -2.158 -7.481 -10.621
vina_01_104 -130.796 -2.230 2.583 -10.553
vina_01_105 -211.515 -1.882 5.423 -10.380
vina_01_106 -295.137 -2.140 -8.288 -10.628
vina_01_107 -209.368 -1.926 -9.079 -10.310
vina_01_108 -248.790 -2.524 -3.795 -10.561
vina_01_109 -193.905 -2.039 3.304 -10.442
vina_01_110 -165.501 -2.250 -3.114 -10.481
vina_01_111 -177.793 -2.068 -6.863 -10.453
vina_01_112 -205.641 -2.100 0.929 -10.691
vina_01_113 -189.764 -2.118 3.350 -10.691
vina_01_114 -264.116 -1.994 -9.692 -10.407
vina_01_115 -169.519 -1.987 -2.894 -10.442
vina_01_116 -170.952 -2.175 3.317 -10.691
vina_01_117 -230.141 -2.225 1.513 -10.691
vina_01_118 -165.571 -1.978 1.104 -10.404
vina_01_119 -324.201 -2.096 -15.865 -10.737
vina_01_120 -229.856 -2.383 -2.154 -10.530
vina_01_121 -212.484 -1.891 -0.217 -10.380
vina_01_122 -201.071 -2.158 6.085 -10.691
vina_01_123 -243.703 -2.248 -0.573 -10.481
vina_01_124 -210.185 -2.039 -9.131 -10.372
vina_01_125 -158.418 -1.974 -2.503 -10.419
vina_01_126 -143.826 -2.100 -2.004 -10.691
vina_01_127 -193.525 -2.091 -9.292 -10.513
vina_01_128 -239.007 -2.068 2.052 -10.524
vina_01_129 -192.540 -2.152 -1.660 -10.691
vina_01_130 -169.100 -2.015 -3.764 -10.442
vina_01_131 -213.657 -2.110 6.446 -10.691
vina_01_132 -195.007 -1.750 -5.900 -10.332
vina_01_133 -204.010 -1.922 -0.419 -10.380
vina_01_134 -538.585 -2.415 -62.182 -11.159
vina_01_135 -188.786 -2.032 -2.250 -10.442
vina_01_136 -567.154 -2.034 -57.299 -11.428
vina_01_137 -247.083 -1.967 -11.276 -10.360
vina_01_138 -157.495 -2.080 -2.748 -10.524
vina_01_139 -201.912 -2.114 -4.689 -10.691
vina_01_140 -365.762 -2.226 -33.554 -11.210
vina_01_141 -443.839 -2.426 -45.223 -10.962
vina_01_142 -244.039 -1.783 3.412 -10.397
vina_01_143 -147.277 -1.793 0.311 -10.397
vina_01_144 -266.674 -1.970 -10.742 -10.395
vina_01_145 -211.638 -2.147 -3.537 -10.691
vina_01_146 -193.428 -1.878 -6.003 -10.299
vina_01_147 -232.012 -2.515 2.551 -10.561
vina_01_148 -170.373 -1.751 0.493 -10.413
vina_01_149 -169.468 -2.021 1.602 -10.442
vina_01_150 -153.404 -2.232 -3.518 -10.553
vina_01_151 -346.502 -2.565 -30.650 -11.090
vina_01_152 -216.974 -2.117 1.399 -10.691
vina_01_153 -176.715 -2.113 -4.734 -10.691
vina_01_154 -207.882 -2.219 0.090 -10.691
vina_01_155 -182.825 -1.940 -0.691 -10.380
vina_01_156 -198.813 -1.961 -7.999 -10.348
vina_01_157 -233.306 -2.076 -2.408 -10.524
vina_01_158 -204.723 -2.338 -5.607 -10.505
vina_01_159 -460.245 -2.529 -55.551 -11.011
vina_01_160 -310.696 -1.835 -19.386 -10.534
vina_01_161 -243.273 -2.257 -4.720 -10.481
vina_01_162 -149.517 -2.375 4.826 -10.530
vina_01_163 -417.707 -2.035 -25.519 -10.916
vina_01_164 -129.348 -1.739 -3.559 -10.413
vina_01_165 -177.378 -2.337 -5.258 -10.505
vina_01_166 -231.004 -2.323 1.691 -10.525
vina_01_167 -170.297 -1.989 -1.650 -10.442
vina_01_168 -185.152 -2.235 0.074 -10.553
vina_01_169 -207.830 -2.274 -2.937 -10.460
vina_01_170 -287.514 -2.170 -13.979 -10.671
vina_01_171 -347.462 -1.988 -15.360 -10.729
vina_01_172 -414.465 -2.476 -35.724 -11.046
vina_01_173 -249.106 -1.925 -22.574 -10.605
vina_01_174 -160.323 -2.080 -5.583 -10.442
vina_01_175 -255.049 -2.222 -9.221 -10.656
vina_02_1 -378.294 -2.545 -35.087 -11.100
vina_02_2 -573.980 -2.617 -59.063 -11.691
vina_02_3 -383.003 -2.537 -32.792 -11.100
vina_02_4 -345.179 -2.592 -17.891 -11.041
vina_02_6 -570.985 -2.624 -59.601 -11.667
vina_02_7 -519.278 -2.785 -49.192 -11.623
vina_02_8 -201.526 -2.438 -5.075 -10.449
vina_02_9 -183.684 -2.508 -0.313 -10.561
vina_02_10 -376.760 -2.667 -28.785 -11.319
vina_02_12 -380.847 -2.627 -23.508 -11.214
vina_02_13 -375.800 -2.366 -44.795 -11.010
vina_02_14 -454.820 -2.799 -38.514 -11.470
vina_02_15 -599.532 -2.468 -62.429 -11.734
vina_02_16 -433.192 -2.367 -55.532 -11.005
vina_02_17 -528.807 -2.556 -45.281 -11.254
vina_02_18 -250.186 -2.562 -9.438 -10.611
vina_02_19 -203.818 -2.707 3.948 -10.977
vina_02_20 -357.760 -2.449 -18.433 -10.979
vina_02_21 -519.179 -2.567 -61.463 -11.262
vina_02_22 -215.580 -2.772 -5.874 -10.931
vina_02_23 -369.227 -2.555 -27.099 -11.125
vina_02_24 -310.505 -2.600 -8.020 -10.624
vina_02_27 -536.435 -2.387 -57.716 -11.133
vina_02_28 -277.736 -2.388 5.925 -10.565
vina_02_29 -238.661 -2.467 2.121 -10.530
vina_02_30 -357.236 -2.429 -32.197 -11.069
vina_02_32 -200.802 -2.422 2.134 -10.530
vina_02_33 -492.725 -2.631 -54.081 -11.201
vina_02_34 -284.837 -2.677 -18.451 -10.964
vina_02_35 -375.524 -2.138 -26.111 -11.188
vina_02_36 -410.595 -2.516 -37.263 -11.053
vina_02_37 -513.649 -2.333 -53.235 -11.185
vina_02_38 -529.339 -2.348 -56.094 -11.242
vina_02_39 -335.519 -2.154 -13.252 -10.671
vina_02_40 -233.140 -2.530 2.787 -10.561
vina_02_41 -229.008 -2.221 1.397 -10.691
vina_02_42 -253.050 -2.476 -5.190 -10.484
vina_02_43 -230.560 -2.233 -7.953 -10.482
vina_02_44 -199.001 -2.364 -0.387 -10.586
vina_02_45 -297.691 -2.293 -9.934 -10.424
vina_02_46 -295.022 -2.197 -18.064 -10.845
vina_02_47 -182.786 -2.606 -0.124 -10.687
vina_02_49 -394.588 -2.422 -34.368 -11.069
vina_02_51 -405.190 -2.442 -41.017 -11.022
vina_02_52 -399.282 -2.652 -39.453 -11.295
vina_02_53 -476.559 -2.338 -54.902 -11.052
vina_02_54 -281.006 -2.365 -4.692 -10.594
vina_02_55 -225.823 -2.227 -1.040 -10.671
vina_02_56 -454.399 -2.436 -53.319 -11.003
vina_02_57 -279.616 -2.364 -15.949 -10.770
vina_02_58 -141.713 -2.183 1.764 -10.691
vina_02_59 -232.458 -2.458 3.628 -10.530
vina_02_61 -252.281 -2.635 -8.852 -10.652
vina_02_62 -346.491 -2.014 -22.946 -10.845
vina_02_63 -228.689 -2.249 0.544 -10.481
vina_02_65 -222.748 -2.459 0.180 -10.530
vina_02_66 -199.559 -2.471 -2.297 -10.530
vina_02_67 -459.579 -2.432 -49.164 -10.968
vina_02_68 -331.020 -2.385 -25.975 -10.792
vina_02_70 -249.218 -2.199 -9.155 -10.621
vina_02_71 -234.754 -2.035 -0.443 -10.442
vina_02_72 -182.145 -2.177 0.336 -10.691
vina_02_73 -214.511 -2.482 1.537 -10.530
vina_02_74 -247.997 -2.567 -2.032 -10.646
vina_02_75 -303.580 -2.388 -4.124 -10.537
vina_02_76 -291.545 -2.529 -3.132 -10.568
vina_02_77 -205.241 -2.279 9.151 -10.460
vina_02_78 -275.432 -2.515 1.478 -10.596
vina_02_79 -254.839 -2.424 4.713 -10.565
vina_02_80 -160.151 -2.369 -0.761 -10.586
vina_02_81 -309.228 -2.448 -12.334 -10.479
vina_02_82 -295.064 -2.483 -17.817 -10.714
vina_02_83 -185.107 -2.296 2.913 -10.487
vina_02_84 -354.139 -2.427 -14.427 -10.775
vina_02_86 -342.581 -2.237 -12.152 -10.501
vina_02_87 -206.965 -2.506 2.077 -10.561
vina_02_88 -227.666 -2.172 -4.985 -10.610
vina_02_89 -449.850 -2.353 -42.503 -11.036
vina_02_90 -254.583 -2.487 -8.744 -10.495
vina_02_91 -243.237 -2.289 -3.349 -10.487
vina_02_92 -445.509 -2.337 -39.875 -11.109
vina_02_93 -220.304 -2.214 3.742 -10.691
vina_02_94 -146.223 -2.135 -3.997 -10.691
vina_02_95 -269.731 -2.037 -4.791 -10.395
vina_02_96 -224.596 -2.553 4.016 -10.587
vina_02_97 -170.572 -2.194 2.222 -10.691
vina_02_98 -281.466 -2.467 -8.664 -10.467
vina_02_99 -224.628 -2.234 1.099 -10.553
vina_02_100 -157.616 -2.020 -0.626 -10.442
vina_02_101 -314.004 -2.521 -18.764 -10.745
vina_02_102 -214.210 -1.912 -2.220 -10.380
vina_02_103 -313.465 -2.169 -14.193 -10.671
vina_02_104 -249.407 -2.086 4.461 -10.619
vina_02_105 -243.385 -2.195 1.145 -10.691
vina_02_106 -240.845 -2.284 -3.277 -10.487
vina_02_107 -191.617 -2.469 2.108 -10.530
vina_02_108 -178.055 -2.271 -0.624 -10.460
vina_02_109 -138.260 -2.227 1.378 -10.671
vina_02_110 -223.974 -2.467 -4.378 -10.530
vina_02_111 -229.592 -2.359 2.492 -10.586
vina_02_112 -328.080 -2.465 -20.205 -10.792
vina_02_113 -235.296 -2.380 -4.991 -10.449
vina_02_114 -327.602 -2.372 -15.947 -10.770
vina_02_115 -140.368 -2.312 -0.665 -10.487
vina_02_116 -328.490 -2.120 -8.575 -10.628
vina_02_117 -285.706 -1.858 -9.857 -10.317
vina_02_118 -199.066 -2.260 -1.162 -10.481
vina_02_119 -532.449 -2.321 -62.143 -11.128
vina_02_120 -226.807 -2.341 -2.772 -10.586
vina_02_121 -221.669 -2.279 -2.432 -10.460
vina_02_122 -222.211 -2.029 0.023 -10.442
vina_02_123 -263.526 -2.103 -12.635 -10.668
vina_02_125 -218.152 -2.140 -5.267 -10.610
vina_02_127 -205.132 -2.204 -8.754 -10.621
vina_02_128 -242.171 -2.491 -5.922 -10.449
vina_02_129 -278.245 -2.174 -9.234 -10.628
vina_02_130 -417.762 -2.468 -45.434 -10.931
vina_02_131 -251.839 -2.261 -5.285 -10.435
vina_02_132 -227.434 -2.011 -3.359 -10.442
vina_02_133 -179.444 -2.094 0.037 -10.583
vina_02_134 -248.951 -2.245 2.566 -10.553
vina_02_135 -201.757 -2.109 -0.637 -10.691
vina_02_136 -189.893 -2.260 -2.044 -10.481
vina_02_137 -210.928 -2.178 0.848 -10.691
vina_02_138 -215.305 -1.988 -2.130 -10.442
vina_02_139 -244.097 -2.264 -0.020 -10.460
vina_02_140 -212.127 -2.275 -3.898 -10.460
vina_02_141 -169.633 -2.242 -6.349 -10.482
vina_02_142 -229.549 -2.144 -3.825 -10.691
vina_02_143 -160.593 -2.129 0.928 -10.691
vina_02_144 -179.752 -2.034 5.639 -10.442
vina_02_145 -216.338 -2.333 1.294 -10.586
vina_02_146 -216.222 -2.280 -2.183 -10.460
vina_02_147 -309.114 -2.360 -17.989 -10.770
vina_02_148 -160.392 -2.151 -5.320 -10.610
vina_02_149 -359.362 -2.187 -35.891 -11.200
vina_02_150 -313.406 -2.332 -6.304 -10.462
vina_02_151 -192.190 -2.154 1.739 -10.691
vina_02_152 -319.338 -2.128 -40.004 -10.911
vina_02_153 -232.621 -2.393 3.345 -10.530
vina_02_154 -154.628 -2.092 0.328 -10.583
vina_02_155 -255.854 -1.841 4.260 -10.415
vina_02_156 -222.721 -2.197 -3.041 -10.691
vina_02_157 -231.803 -2.197 -7.596 -10.621
vina_02_158 -200.255 -2.217 1.393 -10.691
vina_02_159 -183.752 -1.919 0.307 -10.380
vina_02_160 -135.924 -2.008 -4.799 -10.360
vina_02_161 -322.604 -2.454 -16.854 -10.714
vina_02_162 -246.887 -1.997 -8.765 -10.372
vina_02_163 -265.832 -2.175 -10.514 -10.656
vina_02_164 -218.288 -2.055 -7.842 -10.453
vina_02_165 -189.839 -2.275 -6.241 -10.390
vina_02_166 -288.859 -2.278 -19.500 -10.644
vina_02_167 -376.701 -1.831 -36.295 -10.889
vina_02_168 -287.528 -2.225 -17.163 -10.845
vina_02_169 -220.719 -1.970 -0.415 -10.419
vina_02_170 -170.343 -2.338 0.455 -10.586
vina_02_171 -192.049 -1.981 -3.121 -10.426
vina_02_172 -239.784 -1.970 -7.856 -10.348
vina_02_173 -121.891 -2.065 1.197 -10.524
vina_02_174 -323.375 -2.218 -15.029 -10.739
vina_02_175 -222.358 -2.088 2.354 -10.583
vina_02_176 -229.681 -2.416 -2.860 -10.530
vina_02_177 -211.343 -2.076 -1.157 -10.524
vina_02_178 -148.380 -1.830 -2.677 -10.380
vina_02_179 -242.388 -2.413 -6.638 -10.460
vina_02_180 -236.563 -2.422 3.240 -10.530
vina_02_181 -209.870 -1.928 -0.168 -10.380
vina_02_182 -148.087 -2.062 3.457 -10.524
vina_02_183 -192.383 -2.023 0.877 -10.442
vina_02_184 -229.004 -2.215 2.568 -10.691
vina_02_185 -176.712 -2.246 7.512 -10.481
vina_02_186 -208.783 -2.107 -5.179 -10.610
vina_02_187 -226.784 -1.911 -1.176 -10.380
vina_02_188 -179.407 -2.061 -0.378 -10.524
vina_02_189 -300.573 -2.196 2.987 -10.698
vina_02_190 -171.340 -2.132 -5.657 -10.610
vina_02_191 -162.004 -2.048 1.207 -10.524
vina_02_192 -148.834 -2.058 4.978 -10.524
vina_02_193 -273.809 -2.277 -15.433 -10.604
vina_02_195 -233.579 -2.090 -5.439 -10.502
vina_02_196 -242.977 -2.129 -3.402 -10.691
vina_02_197 -226.553 -1.969 -1.888 -10.419
vina_02_198 -212.392 -2.062 -6.229 -10.453
vina_02_199 -270.271 -1.916 0.601 -10.415
vina_02_200 -230.444 -2.381 -4.226 -10.530
vina_02_201 -149.093 -1.851 0.896 -10.380
vina_02_202 -198.427 -2.005 0.817 -10.442
vina_02_203 -237.754 -1.979 0.142 -10.404
vina_02_204 -270.837 -2.043 -1.914 -10.477
vina_02_205 -453.708 -2.116 -46.443 -11.074
vina_02_206 -195.979 -1.734 -2.363 -10.413
vina_02_207 -179.976 -2.024 8.428 -10.442
vina_02_208 -149.623 -1.862 3.804 -10.380
vina_02_209 -214.981 -2.214 1.812 -10.691
vina_02_210 -206.995 -2.019 -2.776 -10.442
vina_02_211 -192.901 -2.195 0.622 -10.691
vina_02_212 -286.190 -1.757 -0.779 -10.473
vina_02_213 -248.221 -1.956 -5.674 -10.337
vina_02_214 -210.560 -2.426 -3.412 -10.530
vina_02_215 -241.630 -1.904 1.137 -10.380
vina_02_216 -245.367 -2.078 6.139 -10.524
