################################################
##                   SPRank                   ##
################################################
in_rec:          1AM0-A-41-AMP/amber/rec.amber.mol2
in_cpd:          1AM0-A-41-AMP/amber/lig_charged.amber.mol2
in_poses:        1AM0-A-41-AMP/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 1AM0-A-41-AMP/amber/rec.amber.mol2
--> heavy atom num: 344
Load compound: MOL from 1AM0-A-41-AMP/amber/lig_charged.amber.mol2
--> heavy atom num: 23
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
vina_04_205 -203.583 -2.229 -5.641 -10.471
vina_04_206 -179.450 -2.238 2.982 -10.553
vina_04_207 -185.664 -1.963 0.767 -10.419
vina_04_208 -220.506 -2.430 -9.821 -10.460
vina_04_209 -213.888 -2.285 -3.184 -10.487
vina_04_210 -323.888 -2.319 -19.539 -10.709
vina_04_211 -285.602 -2.112 -12.135 -10.640
vina_04_213 -188.734 -2.406 0.264 -10.530
vina_04_214 -268.927 -2.100 -12.522 -10.668
vina_04_215 -335.962 -2.559 -10.165 -10.583
vina_04_217 -210.104 -2.361 -3.494 -10.586
vina_04_218 -201.523 -2.271 -0.821 -10.460
vina_04_219 -164.523 -2.109 2.385 -10.691
vina_04_220 -236.468 -2.255 -18.784 -10.658
vina_04_221 -215.435 -2.087 -0.554 -10.583
vina_04_222 -386.304 -2.275 -28.137 -10.999
vina_04_223 -378.920 -2.429 -22.595 -11.057
vina_04_224 -236.185 -2.292 -5.620 -10.406
vina_04_225 -148.167 -2.059 -0.128 -10.524
vina_04_226 -250.841 -1.982 3.248 -10.461
vina_04_227 -173.887 -2.109 5.099 -10.691
vina_04_228 -126.387 -2.144 4.845 -10.691
vina_04_229 -446.221 -2.209 -44.187 -11.074
vina_04_230 -185.573 -1.959 -3.325 -10.419
vina_04_231 -224.617 -2.211 -0.867 -10.691
vina_04_232 -135.633 -2.033 7.372 -10.442
vina_04_233 -174.299 -2.055 -2.207 -10.524
vina_04_234 -188.736 -2.196 5.430 -10.691
vina_04_235 -209.114 -2.240 -3.828 -10.553
vina_04_236 -202.542 -2.165 -2.411 -10.691
vina_04_237 -208.703 -2.216 5.090 -10.691
vina_04_238 -216.991 -2.113 -6.314 -10.621
vina_04_239 -333.915 -2.181 -23.371 -10.923
vina_04_240 -305.517 -2.620 -2.514 -10.694
vina_04_241 -206.298 -1.984 -3.803 -10.442
vina_04_242 -212.863 -2.141 -4.544 -10.691
vina_04_243 -271.391 -2.026 4.943 -10.477
vina_04_244 -347.609 -2.429 -26.340 -10.963
vina_04_245 -450.576 -2.069 -51.742 -10.941
vina_04_246 -170.501 -2.130 -1.985 -10.691
vina_04_247 -191.701 -2.007 -1.996 -10.442
vina_04_248 -164.610 -2.210 -2.325 -10.691
vina_04_249 -352.974 -2.077 -25.360 -11.021
vina_04_250 -189.752 -1.903 0.809 -10.380
vina_04_251 -251.462 -2.167 -6.582 -10.656
vina_04_252 -171.049 -2.140 -4.257 -10.691
vina_04_253 -356.343 -1.908 -28.619 -10.889
vina_04_254 -172.555 -2.027 4.544 -10.442
vina_04_255 -328.627 -2.553 -17.360 -10.771
vina_04_256 -251.165 -2.246 -9.125 -10.446
vina_04_257 -205.146 -2.045 3.086 -10.524
vina_04_258 -240.444 -2.012 -6.961 -10.372
vina_04_259 -320.840 -1.901 -21.581 -10.612
vina_04_260 -118.397 -1.953 2.681 -10.380
vina_04_261 -172.031 -1.967 2.880 -10.419
vina_04_262 -166.573 -1.966 -1.719 -10.419
vina_04_263 -193.659 -2.141 0.898 -10.691
vina_04_264 -293.888 -2.373 -20.604 -10.792
vina_04_265 -283.129 -2.295 -13.173 -10.436
vina_04_266 -259.159 -2.384 -9.291 -10.495
vina_04_267 -173.719 -1.979 -1.693 -10.404
vina_04_268 -217.187 -2.163 -2.683 -10.691
vina_04_269 -222.496 -2.016 -4.995 -10.360
vina_04_270 -125.728 -2.343 1.340 -10.586
vina_04_271 -134.465 -2.268 1.280 -10.460
vina_04_272 -209.666 -2.248 -11.426 -10.423
vina_04_273 -203.749 -1.962 0.219 -10.419
vina_04_274 -198.952 -2.098 -6.291 -10.560
vina_04_275 -333.254 -2.061 -11.049 -10.472
vina_04_276 -192.960 -2.004 -1.826 -10.442
vina_04_277 -174.961 -2.349 -3.936 -10.586
vina_04_278 -266.910 -2.099 1.019 -10.666
vina_04_279 -227.798 -2.278 6.155 -10.460
vina_04_280 -214.648 -2.100 -9.352 -10.621
vina_04_281 -253.270 -1.825 4.085 -10.415
vina_04_282 -322.638 -2.132 -20.722 -10.923
vina_04_283 -174.204 -2.167 -1.618 -10.691
vina_04_284 -240.665 -2.138 -2.156 -10.691
vina_04_285 -211.942 -2.189 -0.837 -10.691
vina_04_286 -213.181 -2.260 3.863 -10.481
vina_04_287 -186.229 -2.191 -0.429 -10.691
vina_04_288 -189.526 -2.047 -1.399 -10.524
vina_04_289 -318.521 -2.182 -14.043 -10.671
vina_04_290 -310.538 -1.892 -3.782 -10.387
vina_04_291 -170.885 -2.087 0.411 -10.583
vina_04_292 -389.609 -2.140 -34.538 -11.200
vina_04_293 -211.209 -2.235 -3.572 -10.553
vina_04_294 -165.477 -2.166 -2.453 -10.691
vina_04_295 -244.180 -2.400 -4.888 -10.449
vina_04_296 -120.616 -1.775 1.004 -10.397
vina_04_297 -316.928 -2.324 -10.590 -10.462
vina_04_298 -465.949 -2.192 -56.725 -11.061
vina_04_299 -199.959 -2.102 0.693 -10.691
vina_04_300 -233.932 -1.925 8.824 -10.380
vina_04_301 -207.036 -1.956 4.346 -10.419
vina_04_302 -204.046 -2.336 -3.367 -10.586
vina_04_303 -314.337 -1.731 -18.987 -10.567
vina_04_304 -247.185 -2.022 -8.304 -10.372
vina_04_305 -126.476 -2.075 -0.833 -10.524
vina_04_306 -230.257 -2.055 -8.368 -10.453
vina_04_307 -152.436 -2.079 1.704 -10.524
vina_04_308 -223.212 -2.221 7.672 -10.691
vina_04_309 -231.271 -1.929 -5.498 -10.299
vina_04_310 -189.475 -1.879 -5.126 -10.299
vina_04_311 -233.753 -2.049 5.711 -10.524
vina_04_312 -196.495 -2.167 9.282 -10.691
vina_04_313 -325.712 -2.115 -7.509 -10.628
vina_04_314 -351.505 -2.139 -26.572 -11.200
vina_04_315 -262.506 -2.144 1.104 -10.726
vina_04_316 -223.227 -2.080 -9.687 -10.453
vina_04_317 -158.583 -2.071 0.041 -10.524
vina_04_318 -197.493 -2.174 -1.130 -10.691
vina_04_319 -292.969 -2.015 -12.878 -10.390
vina_04_320 -164.068 -2.031 -6.980 -10.372
vina_04_321 -240.370 -2.347 -5.857 -10.505
vina_04_322 -179.494 -2.119 -8.409 -10.621
vina_04_323 -84.798 -2.115 5.142 -10.691
vina_04_324 -329.062 -2.037 -11.814 -10.390
vina_04_325 -255.937 -1.941 -10.281 -10.345
vina_04_326 -166.835 -1.858 1.009 -10.380
vina_04_327 -158.555 -1.889 -3.033 -10.380
vina_04_328 -127.053 -1.876 -2.738 -10.380
vina_04_329 -242.833 -2.186 -0.718 -10.691
vina_04_330 -175.813 -2.058 5.409 -10.524
vina_04_331 -112.740 -1.867 -0.816 -10.380
vina_04_332 -220.046 -1.902 -9.662 -10.310
vina_04_333 -322.504 -1.889 -27.117 -10.624
vina_04_334 -207.403 -1.977 -0.098 -10.404
vina_04_335 -210.835 -2.044 -6.924 -10.372
vina_04_336 -297.117 -2.086 -18.715 -10.737
vina_04_337 -136.825 -1.861 -0.286 -10.380
vina_04_338 -133.692 -2.016 0.244 -10.442
vina_04_339 -180.095 -2.306 -1.940 -10.487
vina_04_340 -171.267 -1.930 5.509 -10.380
vina_04_341 -165.646 -2.111 -0.734 -10.691
vina_04_342 -229.326 -2.126 1.764 -10.691
vina_04_343 -96.986 -1.755 -0.863 -10.466
vina_04_344 -122.170 -1.911 -0.419 -10.380
vina_04_345 -122.768 -2.035 1.446 -10.442
vina_04_346 -202.577 -2.164 1.156 -10.691
vina_04_347 -158.314 -1.975 0.830 -10.419
vina_04_348 -199.374 -2.203 4.729 -10.691
vina_04_349 -182.525 -1.762 -2.014 -10.466
vina_04_350 -136.691 -1.896 -3.227 -10.380
vina_04_351 -147.199 -2.115 -0.882 -10.691
vina_04_353 -190.437 -2.026 -6.860 -10.372
vina_04_354 -207.801 -2.112 0.730 -10.691
vina_04_355 -168.913 -1.797 1.824 -10.368
vina_04_356 -256.247 -1.861 -12.687 -10.356
vina_04_357 -180.624 -1.805 -2.834 -10.368
vina_04_358 -226.256 -1.981 -6.879 -10.356
vina_04_359 -152.139 -2.008 -0.071 -10.442
vina_04_360 -134.131 -2.161 -4.234 -10.691
vina_04_361 -211.480 -1.790 -8.270 -10.327
vina_04_362 -196.776 -1.984 1.139 -10.442
vina_04_363 -128.352 -1.865 4.876 -10.380
vina_04_364 -163.680 -1.922 -2.618 -10.380
vina_04_365 -190.344 -1.689 4.590 -10.497
vina_04_366 -153.751 -2.077 5.622 -10.524
vina_04_367 -157.823 -1.730 2.339 -10.413
vina_04_368 -130.401 -1.632 0.587 -10.458
vina_04_369 -235.664 -1.857 -7.175 -10.310
vina_04_370 -119.396 -1.796 -3.795 -10.368
vina_04_371 -172.398 -2.258 -1.686 -10.481
vina_04_372 -198.778 -1.677 -9.677 -10.427
vina_04_373 -209.691 -1.826 3.965 -10.380
vina_04_374 -126.519 -2.120 -3.292 -10.691
vina_04_375 -172.403 -1.937 -1.846 -10.380
vina_04_376 -252.259 -1.844 6.130 -10.415
vina_04_377 -110.028 -1.801 4.857 -10.368
vina_04_378 -182.999 -1.928 -7.511 -10.310
vina_04_379 -138.943 -2.060 4.296 -10.524
vina_04_380 -273.952 -2.057 -13.653 -10.532
vina_04_381 -195.500 -1.840 6.078 -10.380
vina_04_382 -141.828 -1.838 1.235 -10.380
vina_04_383 -167.702 -1.965 -1.848 -10.419
vina_04_384 -164.952 -1.805 2.615 -10.368
vina_04_385 -222.043 -1.824 -0.301 -10.380
vina_04_386 -475.045 -1.795 -47.074 -10.704
vina_04_387 -151.389 -1.792 -5.078 -10.316
vina_04_388 -100.275 -1.669 2.677 -10.497
vina_04_389 -251.233 -1.996 -3.546 -10.477
vina_04_390 -193.636 -2.229 -4.156 -10.553
vina_04_391 -190.485 -1.747 0.320 -10.413
vina_04_392 -163.951 -1.637 -2.663 -10.458
vina_04_393 -218.923 -2.061 -6.173 -10.453
vina_04_394 -227.381 -2.192 -8.902 -10.621
vina_04_395 -216.405 -1.771 -9.716 -10.396
vina_04_396 -108.129 -1.744 0.712 -10.413
vina_04_397 -128.020 -1.719 3.492 -10.413
vina_04_398 -140.426 -1.663 -3.037 -10.458
vina_04_399 -243.875 -1.977 4.034 -10.404
vina_04_400 -243.826 -1.885 -8.667 -10.310
vina_04_401 -243.416 -2.029 3.334 -10.442
vina_04_402 -140.875 -1.757 -1.487 -10.466
vina_04_403 -110.571 -1.893 -0.592 -10.380
vina_04_404 -200.561 -1.930 -8.974 -10.310
vina_04_405 -149.695 -1.750 -1.995 -10.413
vina_04_406 -147.464 -1.754 -0.715 -10.466
vina_04_407 -202.446 -1.834 3.325 -10.380
vina_04_408 -206.973 -1.964 1.407 -10.419
vina_04_409 -157.807 -1.478 0.720 -10.458
vina_04_410 -267.904 -2.545 -6.142 -10.526
vina_04_411 -221.851 -2.092 -3.139 -10.583
vina_04_412 -141.390 -1.276 -3.000 -10.458
vina_04_413 -170.457 -1.557 -2.271 -10.458
vina_04_414 -124.286 -1.345 3.887 -10.458
vina_04_415 -109.334 -1.063 -2.842 -10.458
vina_04_416 -170.391 -1.636 -9.907 -10.388
vina_04_417 -169.226 -2.090 4.376 -10.583
vina_04_418 -130.208 -1.443 -1.193 -10.458
vina_04_419 -170.941 -1.679 -2.221 -10.497
vina_04_420 -77.412 -2.032 0.489 -10.442
vina_04_421 -217.089 -1.814 -8.588 -10.284
vina_04_422 -85.337 -0.934 -2.559 -10.458
vina_04_423 -131.581 -1.878 0.732 -10.380
vina_04_424 -130.044 -1.650 0.952 -10.458
vina_04_425 -164.514 -1.843 -0.668 -10.380
vina_04_426 -260.523 -2.288 -10.249 -10.452
vina_04_427 -241.212 -2.352 -15.566 -10.763
vina_04_428 -291.321 -2.108 -13.570 -10.671
vina_04_429 -337.865 -2.141 -28.539 -10.935
vina_04_430 -218.641 -2.092 -1.771 -10.583
vina_04_431 -189.182 -1.875 -3.797 -10.380
vina_04_432 -276.328 -2.572 -23.472 -10.936
vina_05_1 -200.734 -2.700 0.564 -10.977
vina_05_3 -229.326 -2.742 -9.275 -10.942
vina_05_4 -368.622 -2.573 -18.447 -11.095
vina_05_7 -569.272 -2.582 -55.743 -11.739
vina_05_8 -202.272 -2.626 -0.976 -10.687
vina_05_9 -434.586 -2.733 -50.597 -11.399
vina_05_10 -548.620 -2.714 -51.331 -11.657
vina_05_11 -222.051 -2.595 -4.160 -10.687
vina_05_12 -371.316 -2.736 -25.792 -11.493
vina_05_14 -370.151 -2.717 -25.488 -11.458
vina_05_16 -227.899 -2.688 -1.121 -10.977
vina_05_17 -477.586 -2.699 -64.205 -11.369
vina_05_19 -493.442 -2.583 -48.621 -11.126
vina_05_20 -362.896 -2.622 -15.135 -11.000
vina_05_21 -517.500 -2.569 -69.103 -11.184
vina_05_22 -387.078 -2.600 -23.144 -11.214
vina_05_23 -455.209 -2.682 -41.851 -11.284
vina_05_25 -575.759 -2.449 -63.181 -11.554
vina_05_27 -217.997 -2.783 4.435 -11.012
vina_05_30 -218.604 -2.456 11.148 -10.530
vina_05_31 -205.354 -2.672 5.728 -10.826
vina_05_32 -509.080 -2.609 -59.295 -11.184
vina_05_33 -229.063 -2.342 -1.107 -10.586
vina_05_34 -314.547 -2.614 -18.403 -10.871
vina_05_35 -231.515 -2.709 -5.370 -10.895
vina_05_36 -240.594 -2.465 0.200 -10.530
vina_05_37 -271.427 -2.740 -8.102 -10.977
vina_05_39 -420.878 -2.517 -39.867 -11.053
vina_05_40 -263.459 -2.502 -17.164 -10.773
vina_05_41 -344.064 -2.473 -14.638 -10.681
vina_05_42 -161.598 -2.296 -0.046 -10.487
vina_05_44 -209.398 -2.322 -5.281 -10.444
vina_05_45 -175.832 -2.361 -4.520 -10.586
vina_05_46 -410.233 -2.475 -36.981 -11.022
vina_05_47 -157.532 -2.427 1.020 -10.530
vina_05_48 -363.530 -2.570 -20.928 -11.173
vina_05_49 -216.598 -2.474 -4.152 -10.530
vina_05_51 -257.693 -2.267 -12.276 -10.436
vina_05_53 -378.743 -2.476 -32.243 -11.069
vina_05_54 -391.590 -2.527 -34.861 -11.100
vina_05_56 -166.505 -2.653 0.173 -10.826
vina_05_57 -363.184 -2.759 -21.969 -11.493
vina_05_59 -555.569 -2.329 -62.803 -11.238
vina_05_60 -406.114 -2.521 -29.448 -11.077
vina_05_61 -248.450 -2.366 -11.266 -10.528
vina_05_62 -378.491 -2.123 -29.842 -11.200
vina_05_63 -195.778 -2.307 3.225 -10.487
vina_05_64 -262.239 -2.196 -5.684 -10.645
vina_05_65 -168.650 -2.541 -3.394 -10.561
vina_05_66 -250.157 -2.407 -16.316 -10.742
vina_05_68 -401.179 -2.377 -33.834 -11.069
vina_05_69 -287.094 -2.263 -9.876 -10.397
vina_05_70 -361.520 -2.484 -26.864 -11.069
vina_05_71 -218.353 -2.373 3.329 -10.530
vina_05_72 -286.350 -2.128 -14.821 -10.671
vina_05_73 -425.193 -2.142 -45.051 -11.029
vina_05_75 -204.699 -2.360 -1.126 -10.586
vina_05_76 -346.336 -2.255 -14.930 -10.633
vina_05_78 -402.449 -2.422 -31.156 -11.069
vina_05_80 -233.583 -2.467 6.714 -10.530
vina_05_81 -203.851 -2.672 -0.017 -10.826
vina_05_82 -268.102 -2.220 -5.748 -10.645
vina_05_85 -233.595 -2.608 -5.946 -10.605
vina_05_86 -222.041 -2.199 0.630 -10.691
vina_05_87 -395.684 -2.649 -16.963 -11.229
vina_05_89 -224.523 -2.182 -1.284 -10.691
vina_05_90 -400.612 -2.543 -22.186 -11.088
vina_05_91 -255.454 -2.355 0.363 -10.621
vina_05_93 -371.117 -2.596 -34.915 -11.225
vina_05_94 -287.122 -2.557 -9.171 -10.524
vina_05_95 -462.137 -2.338 -51.144 -10.999
vina_05_96 -176.482 -2.369 1.211 -10.586
vina_05_97 -400.458 -2.404 -36.307 -11.069
vina_05_98 -390.336 -2.384 -44.782 -10.954
vina_05_100 -271.176 -2.536 -9.012 -10.526
vina_05_102 -451.949 -2.610 -44.678 -11.099
vina_05_103 -242.289 -2.099 -12.295 -10.572
vina_05_104 -214.988 -2.488 0.311 -10.530
vina_05_105 -261.515 -2.281 -5.668 -10.413
vina_05_106 -192.023 -2.473 -2.156 -10.530
vina_05_109 -313.280 -2.618 -16.940 -10.871
vina_05_110 -235.727 -2.458 -13.031 -10.471
vina_05_111 -419.078 -2.418 -23.246 -11.034
vina_05_112 -409.051 -2.501 -42.223 -10.999
vina_05_114 -411.370 -2.563 -28.550 -11.162
vina_05_115 -439.743 -2.363 -48.407 -10.993
vina_05_116 -188.172 -2.166 -5.024 -10.610
vina_05_117 -287.828 -2.193 3.631 -10.698
vina_05_118 -347.695 -2.281 -29.100 -10.904
vina_05_119 -148.814 -2.190 -1.002 -10.691
vina_05_120 -282.428 -2.269 2.262 -10.467
vina_05_121 -227.863 -2.288 -14.509 -10.460
vina_05_122 -508.002 -2.351 -58.464 -11.035
vina_05_123 -184.174 -2.224 -2.707 -10.691
vina_05_124 -268.756 -2.524 -12.793 -10.537
vina_05_125 -220.734 -2.194 -11.335 -10.632
vina_05_126 -220.559 -2.536 1.091 -10.561
vina_05_127 -264.127 -2.151 -18.502 -10.873
vina_05_128 -227.010 -2.256 -5.313 -10.400
vina_05_129 -201.812 -2.379 -3.903 -10.530
vina_05_130 -249.890 -2.268 -0.951 -10.495
vina_05_131 -273.620 -2.393 -12.545 -10.506
vina_05_132 -194.723 -2.059 -7.175 -10.453
vina_05_134 -169.273 -2.196 0.302 -10.691
vina_05_135 -198.133 -2.320 -6.581 -10.455
vina_05_137 -197.972 -2.312 2.771 -10.487
vina_05_138 -166.241 -2.533 -1.249 -10.561
vina_05_139 -213.270 -2.146 3.453 -10.691
vina_05_140 -219.832 -2.658 -2.064 -10.826
vina_05_141 -414.801 -2.541 -45.142 -10.962
vina_05_142 -393.058 -2.623 -36.844 -11.201
vina_05_143 -256.722 -2.248 -3.787 -10.517
vina_05_144 -252.314 -2.588 -8.992 -10.652
vina_05_145 -230.742 -2.310 -11.779 -10.428
vina_05_148 -302.869 -2.515 -11.202 -10.509
vina_05_149 -357.354 -2.166 -16.360 -11.110
vina_05_150 -183.798 -2.479 3.295 -10.530
vina_05_152 -254.985 -2.424 -5.597 -10.484
vina_05_153 -127.886 -2.196 -0.337 -10.691
vina_05_154 -239.808 -2.536 -4.200 -10.561
vina_05_155 -210.828 -2.114 -4.612 -10.691
vina_05_156 -167.531 -2.097 2.546 -10.631
vina_05_157 -183.452 -2.077 -1.638 -10.524
vina_05_158 -399.465 -2.239 -43.419 -10.976
vina_05_159 -206.650 -2.250 1.582 -10.481
vina_05_160 -216.829 -2.122 -1.092 -10.691
vina_05_161 -156.569 -2.222 -2.696 -10.691
vina_05_162 -167.470 -2.145 2.321 -10.691
vina_05_163 -240.637 -2.316 1.007 -10.487
vina_05_164 -420.682 -2.341 -56.297 -10.999
vina_05_166 -343.990 -2.307 -26.998 -10.932
vina_05_167 -215.639 -2.335 -3.439 -10.586
vina_05_168 -175.673 -2.222 -4.018 -10.691
vina_05_169 -280.710 -2.303 -14.013 -10.467
vina_05_170 -263.828 -2.335 -3.513 -10.621
vina_05_171 -343.865 -2.208 -12.646 -10.640
vina_05_172 -194.107 -2.215 -0.147 -10.691
vina_05_173 -188.171 -2.309 -2.340 -10.487
vina_05_174 -244.763 -2.408 0.140 -10.530
vina_05_175 -304.967 -2.418 -29.590 -10.804
vina_05_176 -255.255 -2.161 -8.361 -10.656
vina_05_177 -160.817 -2.198 -1.951 -10.691
vina_05_178 -201.153 -2.084 0.919 -10.524
vina_05_179 -248.543 -2.351 -2.428 -10.586
vina_05_180 -165.335 -2.462 -0.253 -10.530
vina_05_181 -208.313 -2.258 0.824 -10.481
vina_05_182 -204.994 -2.134 -5.206 -10.610
vina_05_183 -186.655 -2.663 3.378 -10.826
vina_05_184 -184.502 -2.253 -1.804 -10.481
vina_05_185 -196.900 -2.016 -6.391 -10.372
vina_05_186 -165.047 -2.093 0.216 -10.583
vina_05_187 -315.373 -2.258 -21.506 -10.743
vina_05_188 -202.445 -2.371 1.679 -10.586
vina_05_189 -174.722 -2.193 5.768 -10.691
vina_05_190 -245.466 -2.173 2.872 -10.691
vina_05_191 -298.091 -2.522 -9.502 -10.498
vina_05_194 -246.122 -2.403 -5.710 -10.449
vina_05_195 -248.184 -2.209 -10.463 -10.621
vina_05_196 -246.088 -2.331 -13.007 -10.466
vina_05_197 -193.109 -2.335 -2.634 -10.586
vina_05_198 -220.964 -2.543 -2.745 -10.561
vina_05_199 -276.610 -2.412 2.923 -10.565
vina_05_200 -236.251 -2.035 -0.388 -10.442
vina_05_201 -293.964 -2.510 -10.887 -10.509
vina_05_202 -189.375 -2.030 2.082 -10.442
vina_05_203 -229.719 -2.272 -2.881 -10.460
vina_05_204 -193.118 -2.314 -3.840 -10.487
vina_05_205 -102.784 -2.199 0.221 -10.691
vina_05_206 -130.872 -2.248 -5.059 -10.400
vina_05_207 -312.083 -2.087 -13.327 -10.564
vina_05_208 -185.420 -2.052 -1.670 -10.524
vina_05_209 -157.013 -2.214 0.627 -10.691
vina_05_210 -230.841 -2.379 1.695 -10.530
vina_05_211 -335.159 -2.137 -27.325 -10.935
vina_05_212 -244.148 -2.256 -9.177 -10.411
vina_05_213 -270.507 -1.881 -6.824 -10.345
vina_05_214 -195.766 -2.274 0.802 -10.460
vina_05_215 -273.293 -2.345 -16.316 -10.798
vina_05_216 -153.263 -2.348 -1.227 -10.586
vina_05_217 -176.991 -1.976 4.859 -10.404
vina_05_218 -317.889 -2.141 -5.781 -10.617
vina_05_219 -311.530 -2.416 -17.895 -10.714
vina_05_220 -250.083 -2.276 -3.939 -10.495
vina_05_221 -186.069 -2.085 -3.181 -10.524
vina_05_222 -237.138 -2.584 -11.912 -10.587
vina_05_223 -229.411 -2.150 -8.327 -10.621
vina_05_224 -204.874 -2.204 2.548 -10.691
vina_05_225 -193.680 -2.279 -2.123 -10.460
vina_05_226 -232.346 -2.399 -10.447 -10.460
vina_05_227 -180.366 -2.008 -1.261 -10.442
vina_05_228 -216.003 -2.131 -0.327 -10.691
vina_05_229 -262.587 -2.241 -1.872 -10.588
vina_05_231 -195.351 -2.162 4.842 -10.691
vina_05_232 -119.660 -1.993 -2.250 -10.442
vina_05_233 -325.953 -2.104 -18.027 -10.845
vina_05_234 -218.888 -2.191 2.440 -10.691
vina_05_235 -162.641 -2.348 2.977 -10.586
vina_05_236 -203.735 -2.159 1.407 -10.691
vina_05_237 -259.658 -2.254 -10.476 -10.446
vina_05_238 -240.334 -2.255 3.324 -10.481
vina_05_240 -260.039 -2.086 5.159 -10.619
vina_05_241 -250.515 -2.556 -5.288 -10.540
vina_05_242 -238.274 -2.143 -1.913 -10.691
vina_05_243 -237.605 -2.342 -6.608 -10.516
vina_05_244 -323.515 -2.087 -24.614 -10.815
vina_05_245 -219.173 -2.214 2.558 -10.691
vina_05_246 -377.121 -2.297 -33.324 -11.026
vina_05_247 -250.865 -2.194 5.463 -10.726
vina_05_248 -253.298 -2.036 -11.313 -10.418
vina_05_249 -203.810 -2.346 -1.973 -10.586
vina_05_250 -172.182 -2.081 -0.929 -10.524
vina_05_251 -247.390 -2.096 -12.794 -10.525
vina_05_252 -310.889 -2.054 -6.239 -10.461
vina_05_253 -322.756 -2.057 -21.527 -10.755
vina_05_254 -125.413 -2.049 1.110 -10.524
vina_05_255 -242.772 -2.240 -6.700 -10.482
vina_05_256 -281.700 -2.149 -9.224 -10.628
vina_05_257 -170.509 -2.069 0.458 -10.524
vina_05_258 -158.508 -1.981 0.496 -10.426
vina_05_259 -380.911 -2.496 -31.303 -11.069
vina_05_260 -204.360 -2.006 -5.568 -10.360
vina_05_261 -195.614 -2.005 -3.672 -10.442
vina_05_262 -320.288 -2.262 -21.857 -10.743
vina_05_263 -471.857 -2.213 -41.403 -11.206
vina_05_264 -169.290 -2.338 -4.623 -10.586
vina_05_265 -196.375 -2.249 1.816 -10.481
vina_05_266 -157.864 -2.115 3.345 -10.691
vina_05_267 -282.736 -2.005 -14.294 -10.422
vina_05_268 -177.131 -2.136 -4.616 -10.691
vina_05_269 -316.486 -2.051 -19.377 -10.678
vina_05_270 -200.656 -1.963 -6.472 -10.348
vina_05_272 -165.841 -2.039 0.843 -10.442
vina_05_273 -235.821 -2.225 -6.031 -10.610
vina_05_274 -185.760 -2.151 -3.093 -10.691
vina_05_275 -426.298 -2.332 -49.794 -10.893
vina_05_276 -216.956 -2.016 -5.119 -10.360
vina_05_277 -175.394 -1.997 -1.225 -10.442
vina_05_278 -206.966 -2.134 -1.566 -10.691
vina_05_279 -251.023 -2.012 -5.208 -10.395
vina_05_280 -176.056 -2.475 -0.649 -10.530
vina_05_281 -171.606 -2.091 0.990 -10.583
vina_05_282 -215.051 -2.490 -2.984 -10.530
vina_05_283 -194.991 -2.185 -3.706 -10.691
vina_05_284 -297.929 -2.194 -19.514 -10.845
vina_05_285 -298.204 -2.203 -8.354 -10.628
vina_05_286 -286.771 -2.092 -7.863 -10.520
vina_05_287 -245.353 -2.227 0.243 -10.671
vina_05_288 -238.026 -2.303 -5.957 -10.406
vina_05_289 -165.952 -2.084 -5.060 -10.442
vina_05_290 -240.038 -1.960 -8.005 -10.348
vina_05_291 -232.710 -2.141 -11.716 -10.632
vina_05_293 -321.783 -2.349 -11.301 -10.535
vina_05_294 -373.279 -1.901 -33.604 -10.889
vina_05_295 -218.335 -2.208 -0.973 -10.691
vina_05_296 -180.687 -2.044 0.177 -10.442
vina_05_297 -247.796 -2.358 -7.992 -10.516
vina_05_298 -183.535 -2.028 -2.153 -10.442
vina_05_299 -204.007 -2.104 3.813 -10.691
vina_05_300 -442.218 -2.431 -37.781 -11.053
vina_05_301 -166.400 -2.193 -4.155 -10.691
vina_05_302 -280.930 -2.199 -9.563 -10.628
vina_05_303 -473.314 -2.337 -49.113 -11.040
vina_05_304 -253.427 -1.950 -4.227 -10.415
vina_05_305 -228.427 -2.285 -14.124 -10.460
vina_05_306 -178.074 -2.122 -4.034 -10.691
vina_05_307 -220.952 -1.826 6.401 -10.380
vina_05_308 -152.326 -2.265 5.508 -10.460
vina_05_309 -231.980 -2.186 -5.383 -10.610
vina_05_310 -262.387 -2.474 -6.966 -10.495
vina_05_311 -107.036 -2.089 3.478 -10.583
vina_05_312 -140.947 -2.137 1.446 -10.691
vina_05_313 -186.930 -2.319 -8.928 -10.455
vina_05_314 -317.757 -2.053 -5.084 -10.449
vina_05_315 -186.481 -1.973 2.443 -10.419
vina_05_316 -119.666 -1.879 4.258 -10.380
vina_05_317 -125.081 -1.964 0.715 -10.419
vina_05_318 -196.036 -2.032 0.026 -10.442
vina_05_319 -183.926 -2.287 -7.716 -10.417
vina_05_320 -198.418 -2.366 3.978 -10.586
vina_05_321 -258.773 -2.047 -10.274 -10.489
vina_05_322 -233.201 -2.268 -5.890 -10.378
vina_05_323 -328.906 -1.989 -34.666 -10.686
vina_05_324 -190.972 -1.985 -1.931 -10.442
