################################################
##                   SPRank                   ##
################################################
in_rec:          3D2X-A-85-D2X/amber/rec.amber.mol2
in_cpd:          3D2X-A-85-D2X/amber/lig_charged.amber.mol2
in_poses:        3D2X-A-85-D2X/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 3D2X-A-85-D2X/amber/rec.amber.mol2
--> heavy atom num: 1652
Load compound: MOL from 3D2X-A-85-D2X/amber/lig_charged.amber.mol2
--> heavy atom num: 26
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
vina_05_380 -219.358 -4.037 -0.846 -12.595
vina_05_381 -251.581 -3.884 -0.674 -12.288
vina_05_382 -378.745 -4.105 -36.499 -12.796
vina_05_383 -332.173 -4.240 -8.248 -12.552
vina_05_384 -365.388 -4.049 -34.530 -12.812
vina_05_385 -269.696 -3.831 9.892 -11.687
vina_05_386 -259.663 -3.939 -20.340 -12.331
vina_05_387 -307.429 -3.879 -28.056 -12.372
vina_05_388 -270.908 -3.717 11.071 -11.490
vina_05_389 -272.920 -3.889 0.538 -12.219
vina_05_390 -302.523 -3.973 -16.301 -12.627
vina_05_391 -327.137 -3.959 -14.901 -12.502
vina_05_392 -256.476 -4.089 4.121 -12.614
vina_05_393 -371.337 -4.134 -23.285 -12.796
vina_05_394 -305.792 -3.936 -11.033 -12.110
vina_05_395 -241.713 -4.074 -14.860 -12.603
vina_05_396 -259.528 -3.878 2.081 -12.288
vina_05_397 -260.418 -4.275 -18.161 -12.706
vina_05_398 -314.614 -4.098 -27.255 -12.730
vina_05_399 -311.097 -3.763 -24.408 -11.606
vina_05_400 -294.527 -4.285 -29.483 -12.730
vina_05_401 -247.764 -4.131 -1.836 -12.674
vina_05_402 -312.328 -4.417 -16.634 -12.678
vina_05_403 -237.018 -3.803 -2.692 -11.454
vina_05_404 -332.634 -3.971 -20.214 -12.621
vina_05_405 -280.752 -3.956 -12.531 -12.470
vina_05_406 -329.412 -4.227 -27.216 -12.730
vina_05_407 -281.572 -4.356 -17.915 -12.678
vina_05_408 -341.538 -4.263 -16.511 -12.678
vina_05_409 -186.872 -3.778 -3.540 -11.454
vina_05_410 -351.888 -4.327 -34.839 -12.796
vina_05_411 -327.761 -4.004 -33.942 -12.798
vina_05_412 -260.096 -3.927 4.001 -12.200
vina_05_413 -312.643 -4.007 -21.063 -12.798
vina_05_414 -269.680 -3.852 -15.516 -12.217
vina_05_415 -228.240 -3.851 -4.988 -12.060
vina_05_416 -304.433 -4.120 -10.793 -12.562
vina_05_417 -255.429 -3.990 -9.238 -12.659
vina_05_418 -370.750 -3.829 -36.435 -11.956
vina_05_419 -359.385 -4.058 -36.825 -12.812
vina_05_420 -257.545 -4.208 6.449 -12.614
vina_05_421 -364.836 -4.331 -32.710 -12.796
vina_05_422 -254.172 -4.204 -8.329 -12.580
vina_05_423 -201.629 -3.526 6.509 -11.473
vina_05_424 -329.063 -4.373 -29.654 -12.730
vina_05_425 -256.388 -4.104 -5.234 -12.626
vina_05_426 -319.567 -4.032 -7.150 -12.568
vina_05_427 -327.859 -3.883 -13.809 -12.210
vina_05_428 -275.339 -3.888 -11.177 -12.138
vina_05_429 -365.307 -4.029 -29.292 -12.812
vina_05_430 -235.901 -4.189 -13.926 -12.587
vina_05_431 -304.765 -3.841 -28.377 -12.043
vina_05_432 -274.994 -4.415 -15.500 -12.706
vina_05_433 -384.319 -4.239 -34.695 -12.796
vina_05_434 -290.940 -3.589 -12.946 -11.356
vina_05_435 -312.034 -4.088 -6.632 -12.552
vina_05_436 -230.612 -3.908 -6.235 -12.073
vina_05_437 -253.359 -4.491 -11.918 -12.723
vina_05_438 -235.528 -3.929 -7.717 -12.092
vina_05_439 -315.182 -3.741 -17.419 -11.528
vina_05_440 -308.425 -3.976 -4.318 -12.630
vina_05_441 -252.705 -4.025 -0.390 -12.630
vina_05_442 -292.726 -4.194 -13.622 -12.594
vina_05_443 -312.736 -3.977 -25.787 -12.812
vina_05_444 -344.252 -4.429 -28.272 -12.796
vina_05_445 -301.584 -3.869 3.941 -12.277
vina_05_446 -312.058 -4.003 -32.053 -12.798
vina_05_447 -333.274 -4.528 -27.656 -13.058
vina_05_448 -232.189 -3.849 -9.570 -11.964
vina_05_449 -303.274 -4.049 -29.254 -12.746
vina_05_450 -204.720 -3.919 4.525 -12.164
vina_05_451 -357.234 -3.991 -27.937 -12.864
vina_05_452 -242.787 -3.945 7.730 -12.487
vina_05_453 -183.270 -3.872 5.150 -12.270
vina_05_454 -259.456 -4.066 -12.784 -12.607
vina_05_455 -257.550 -3.867 -11.044 -12.224
vina_05_456 -320.790 -4.283 -30.354 -12.730
vina_05_457 -377.106 -4.211 -1.402 -12.747
vina_05_458 -312.563 -4.480 -18.996 -12.766
vina_05_459 -251.681 -4.116 -20.955 -12.758
vina_05_460 -300.628 -3.984 6.025 -12.655
vina_05_461 -342.329 -4.158 -26.518 -12.730
vina_05_462 -230.934 -4.005 -0.266 -12.647
vina_05_463 -231.326 -4.329 -12.642 -12.555
vina_05_464 -358.216 -4.034 -26.407 -12.812
vina_05_465 -230.549 -3.668 -9.261 -11.337
vina_05_466 -222.895 -4.138 -0.751 -12.579
vina_05_467 -345.679 -4.327 -28.475 -12.796
vina_05_468 -307.223 -4.367 -24.516 -12.730
vina_05_469 -309.706 -4.066 -13.765 -12.611
vina_05_470 -272.256 -4.095 2.529 -12.614
vina_05_471 -233.991 -3.884 -4.516 -12.288
vina_05_472 -262.155 -4.049 -8.200 -12.596
vina_05_473 -227.762 -3.763 7.015 -11.454
vina_05_474 -345.051 -4.110 -24.674 -12.796
vina_05_475 -260.289 -3.959 1.202 -12.522
vina_05_476 -246.194 -3.908 1.233 -12.164
vina_05_477 -311.052 -3.826 -13.966 -11.320
vina_05_478 -314.944 -4.181 -26.546 -12.730
vina_05_479 -377.721 -4.335 -25.979 -12.796
vina_05_480 -257.311 -4.147 -17.304 -12.706
vina_05_481 -303.052 -4.279 -28.264 -12.730
vina_05_482 -271.531 -4.092 -6.550 -12.580
vina_05_483 -192.570 -3.975 4.564 -12.527
vina_05_484 -227.021 -3.766 -13.275 -11.407
vina_05_485 -325.562 -4.072 -28.006 -12.746
vina_05_486 -255.294 -4.024 -1.199 -12.630
vina_05_487 -282.661 -4.115 -6.715 -12.552
vina_05_488 -265.041 -4.046 -30.654 -12.774
vina_05_489 -293.065 -4.507 -23.678 -13.058
vina_05_490 -322.310 -4.128 -18.851 -12.711
vina_05_491 -336.255 -3.970 -21.455 -12.621
vina_05_492 -384.577 -4.056 -30.497 -12.812
vina_05_493 -252.168 -3.861 14.212 -12.364
vina_05_494 -210.388 -3.898 8.364 -12.164
vina_05_495 -178.620 -4.310 -0.847 -12.579
vina_05_496 -313.924 -3.942 -13.165 -12.470
vina_05_497 -311.161 -4.137 -21.388 -12.730
vina_05_498 -313.668 -4.161 -25.476 -12.730
vina_05_499 -314.387 -4.226 -30.756 -12.730
vina_05_500 -307.649 -4.329 -27.337 -12.730
vina_06_1 -549.178 -4.322 -38.683 -12.948
vina_06_2 -573.650 -4.182 -41.585 -13.258
vina_06_3 -465.748 -4.217 -25.229 -12.779
vina_06_4 -618.545 -4.174 -46.708 -13.295
vina_06_5 -340.485 -4.373 -34.151 -12.730
vina_06_6 -450.273 -3.932 -28.010 -12.401
vina_06_7 -384.477 -4.379 -22.740 -12.796
vina_06_8 -545.861 -4.398 -41.702 -12.976
vina_06_9 -558.758 -4.274 -39.352 -13.070
vina_06_10 -394.471 -3.933 -28.809 -12.412
vina_06_11 -300.314 -4.218 -26.864 -12.730
vina_06_12 -563.884 -4.352 -38.703 -13.067
vina_06_13 -431.591 -4.025 -16.044 -12.744
vina_06_14 -354.730 -4.052 -36.085 -12.812
vina_06_15 -325.738 -4.443 -35.743 -12.730
vina_06_16 -308.375 -4.369 -28.974 -12.730
vina_06_17 -345.165 -3.953 -37.567 -12.687
vina_06_19 -358.814 -4.308 -28.878 -12.796
vina_06_20 -450.688 -4.474 -21.883 -12.840
vina_06_21 -361.832 -4.586 -18.150 -13.174
vina_06_22 -331.467 -3.779 -25.176 -11.606
vina_06_23 -336.871 -4.301 -25.851 -12.730
vina_06_24 -383.410 -3.828 -37.702 -11.932
vina_06_25 -333.871 -4.417 -29.021 -12.730
vina_06_26 -334.371 -4.283 -35.203 -12.730
vina_06_27 -570.055 -4.244 -41.949 -13.261
vina_06_28 -315.413 -4.201 -23.142 -12.730
vina_06_29 -351.700 -4.623 -24.073 -13.289
vina_06_30 -359.758 -4.101 -24.787 -12.796
vina_06_31 -353.187 -4.414 -28.150 -12.796
vina_06_32 -307.383 -3.810 -6.414 -11.334
vina_06_33 -287.212 -4.181 -16.498 -12.678
vina_06_34 -478.076 -4.489 -23.919 -12.912
vina_06_36 -358.585 -3.884 -10.971 -12.287
vina_06_37 -334.666 -4.314 -26.062 -12.730
vina_06_38 -325.845 -4.023 -26.116 -12.763
vina_06_39 -350.616 -4.274 -5.654 -12.664
vina_06_40 -294.557 -4.407 -19.656 -12.711
vina_06_41 -361.731 -4.019 -30.763 -12.864
vina_06_42 -395.447 -4.169 -15.589 -12.744
vina_06_43 -308.438 -4.304 -19.616 -12.711
vina_06_44 -308.083 -4.210 -22.846 -12.730
vina_06_45 -392.420 -4.283 -31.750 -12.796
vina_06_46 -473.856 -4.252 -32.849 -12.779
vina_06_47 -256.590 -4.156 -3.259 -12.709
vina_06_48 -374.525 -4.153 -43.180 -12.777
vina_06_49 -341.840 -4.149 -28.424 -12.730
vina_06_50 -345.726 -4.100 -35.083 -12.796
vina_06_51 -319.743 -4.399 -28.644 -12.730
vina_06_52 -374.194 -4.062 -27.450 -12.812
vina_06_53 -415.735 -3.877 -32.949 -12.458
vina_06_54 -318.802 -4.293 -41.432 -12.790
vina_06_55 -443.355 -4.238 -24.263 -12.804
vina_06_56 -371.857 -4.353 -14.702 -12.660
vina_06_57 -389.101 -3.997 -32.078 -12.864
vina_06_58 -350.170 -4.379 -6.794 -12.618
vina_06_59 -391.662 -4.097 -41.365 -12.856
vina_06_60 -301.887 -3.916 -22.517 -12.284
vina_06_61 -405.788 -4.286 -12.818 -12.606
vina_06_62 -308.173 -4.177 -1.809 -12.681
vina_06_64 -407.442 -4.010 -18.223 -12.790
vina_06_65 -376.028 -4.132 -20.705 -12.796
vina_06_66 -323.499 -4.271 -21.234 -12.730
vina_06_67 -402.391 -3.987 -22.271 -12.864
vina_06_68 -390.877 -4.289 -26.072 -12.796
vina_06_69 -397.128 -3.776 -27.264 -11.841
vina_06_70 -353.755 -4.583 -22.416 -13.226
vina_06_71 -360.628 -4.085 -32.701 -12.796
vina_06_72 -283.882 -4.278 -47.075 -12.766
vina_06_73 -292.822 -3.940 -34.628 -12.303
vina_06_74 -414.848 -3.999 -28.090 -12.842
vina_06_75 -395.211 -3.984 -29.169 -12.864
vina_06_76 -275.954 -3.675 -28.006 -11.646
vina_06_77 -313.794 -4.404 -36.695 -12.730
vina_06_78 -468.877 -4.213 -21.355 -12.779
vina_06_79 -373.078 -4.004 -18.349 -12.845
vina_06_80 -425.613 -4.050 -15.135 -12.620
vina_06_81 -365.496 -4.087 -29.921 -12.796
vina_06_82 -356.781 -4.099 -39.751 -12.856
vina_06_83 -261.691 -4.197 -12.586 -12.590
vina_06_84 -348.624 -3.819 -35.786 -11.652
vina_06_85 -342.472 -3.987 -35.916 -12.798
vina_06_86 -277.688 -4.155 -21.072 -12.758
vina_06_87 -364.105 -4.049 -17.717 -12.760
vina_06_88 -338.396 -4.442 -27.232 -12.730
vina_06_89 -460.090 -4.058 -20.193 -12.801
vina_06_90 -357.397 -4.056 -18.312 -12.793
vina_06_91 -295.299 -4.223 -11.482 -12.562
vina_06_92 -299.178 -4.161 -15.604 -12.678
vina_06_93 -292.851 -4.410 -33.439 -12.730
vina_06_94 -313.779 -4.230 -25.456 -12.730
vina_06_95 -279.082 -4.001 -14.102 -12.663
vina_06_96 -400.260 -4.122 -28.097 -12.796
vina_06_97 -319.490 -3.815 -27.073 -11.523
vina_06_98 -254.332 -4.237 -2.094 -12.709
vina_06_99 -348.649 -4.419 -20.674 -12.796
vina_06_100 -386.994 -4.280 -16.667 -12.744
vina_06_101 -293.797 -3.967 -22.840 -12.621
vina_06_102 -379.981 -4.191 -8.244 -12.618
vina_06_103 -312.629 -4.220 -32.584 -12.730
vina_06_104 -335.157 -4.201 -27.159 -12.730
vina_06_105 -342.679 -3.839 -29.805 -12.043
vina_06_106 -530.351 -4.263 -43.579 -12.897
vina_06_107 -379.378 -4.233 -28.340 -12.796
vina_06_108 -322.926 -4.253 -12.950 -12.562
vina_06_109 -329.717 -4.552 -35.946 -13.224
vina_06_110 -302.571 -4.109 -0.789 -12.586
vina_06_111 -335.965 -3.944 -20.890 -12.621
vina_06_112 -351.164 -4.314 -31.976 -12.796
vina_06_113 -299.774 -4.184 -21.177 -12.730
vina_06_114 -302.058 -3.983 -24.095 -12.798
vina_06_115 -386.896 -3.900 -27.196 -12.393
vina_06_116 -315.662 -4.372 -37.510 -12.730
vina_06_117 -358.455 -4.225 -12.438 -12.628
vina_06_118 -397.634 -4.216 -38.549 -12.796
vina_06_119 -350.361 -4.198 -29.994 -12.796
vina_06_120 -281.944 -4.386 -23.477 -12.730
vina_06_121 -376.358 -4.509 -15.770 -13.072
vina_06_122 -347.543 -3.612 -16.682 -11.657
vina_06_123 -316.747 -4.471 -18.110 -12.733
vina_06_124 -372.360 -3.748 -36.540 -11.841
vina_06_125 -338.940 -4.222 -18.129 -12.678
vina_06_126 -391.905 -4.124 -15.576 -12.744
vina_06_127 -342.708 -3.938 -17.810 -12.226
vina_06_128 -266.609 -4.161 -10.167 -12.590
vina_06_129 -365.544 -4.399 -28.346 -12.796
vina_06_130 -327.576 -4.031 -0.728 -12.602
vina_06_131 -378.527 -4.071 -17.282 -12.760
vina_06_132 -274.171 -3.962 -10.880 -12.498
vina_06_133 -318.561 -4.369 1.265 -12.586
vina_06_134 -257.994 -3.990 -13.367 -12.691
vina_06_135 -295.328 -4.294 -19.310 -12.711
vina_06_137 -280.213 -3.874 -6.634 -12.186
vina_06_138 -326.430 -4.345 -20.998 -12.730
vina_06_139 -297.575 -3.933 9.063 -12.172
vina_06_140 -337.253 -4.073 -20.971 -12.746
vina_06_141 -357.261 -4.097 -17.377 -12.744
vina_06_142 -352.518 -3.994 -29.473 -12.864
vina_06_143 -356.118 -4.234 -3.771 -12.747
vina_06_144 -334.973 -4.440 -29.474 -12.730
vina_06_145 -254.235 -4.473 -6.656 -12.635
vina_06_146 -270.236 -4.027 6.569 -12.630
vina_06_147 -403.486 -3.992 -24.082 -12.864
vina_06_148 -419.655 -4.236 -35.074 -12.773
vina_06_149 -343.646 -4.258 -8.294 -12.552
vina_06_150 -386.495 -3.704 -27.055 -11.841
vina_06_151 -305.956 -4.424 -37.118 -12.730
vina_06_152 -334.348 -4.359 -24.351 -12.730
vina_06_153 -325.969 -4.123 -26.154 -12.730
vina_06_154 -283.778 -4.230 7.182 -12.586
vina_06_155 -316.523 -4.159 -15.589 -12.678
vina_06_156 -331.406 -4.101 2.646 -12.586
vina_06_157 -552.182 -3.985 -43.032 -13.059
vina_06_158 -381.185 -4.073 -33.497 -12.812
vina_06_159 -307.725 -4.152 -5.481 -12.598
vina_06_160 -374.522 -4.186 -20.177 -12.796
vina_06_161 -318.908 -4.181 -28.555 -12.730
vina_06_162 -248.673 -3.926 -18.443 -12.199
vina_06_163 -283.357 -4.007 -35.304 -12.798
vina_06_164 -361.246 -4.466 -28.796 -12.851
vina_06_165 -312.960 -3.981 -21.726 -12.798
vina_06_166 -303.763 -4.297 -10.699 -12.562
vina_06_167 -405.957 -4.140 -40.757 -12.834
vina_06_168 -328.562 -4.279 -20.309 -12.730
vina_06_169 -278.478 -4.417 -19.705 -12.711
vina_06_170 -324.163 -4.194 -22.987 -12.730
vina_06_171 -250.936 -4.417 -17.798 -12.706
vina_06_172 -353.504 -4.252 -25.560 -12.796
vina_06_173 -269.993 -3.856 3.606 -12.244
vina_06_174 -295.651 -3.831 -26.917 -11.788
vina_06_175 -301.554 -4.213 -13.505 -12.594
vina_06_177 -304.198 -4.091 9.373 -12.586
vina_06_178 -297.882 -4.225 -17.101 -12.678
vina_06_179 -206.296 -3.865 0.037 -12.270
vina_06_180 -282.974 -3.768 2.641 -11.462
vina_06_181 -289.787 -4.079 -19.495 -12.711
vina_06_182 -394.844 -4.550 -20.889 -13.290
vina_06_183 -248.138 -3.959 -18.323 -12.595
vina_06_184 -412.756 -4.134 -32.671 -12.773
vina_06_185 -370.179 -4.245 -13.002 -12.628
vina_06_186 -258.396 -4.144 -11.892 -12.590
vina_06_187 -337.833 -4.429 -33.617 -12.730
vina_06_188 -284.204 -4.289 -8.816 -12.562
vina_06_189 -302.162 -3.838 -22.988 -12.043
vina_06_190 -271.982 -3.946 -26.676 -12.649
vina_06_191 -360.481 -4.549 -31.047 -13.290
vina_06_192 -289.346 -3.877 -19.536 -12.294
vina_06_193 -320.292 -4.173 -39.388 -12.790
vina_06_194 -385.494 -3.893 -28.543 -12.412
vina_06_195 -403.353 -4.042 -31.314 -12.812
vina_06_196 -324.901 -4.302 -19.699 -12.711
vina_06_197 -316.134 -4.011 -22.063 -12.798
vina_06_198 -363.379 -4.172 -19.946 -12.796
vina_06_199 -196.817 -4.080 5.208 -12.579
vina_06_200 -351.878 -3.898 -28.367 -12.393
vina_06_201 -333.620 -4.028 -31.980 -12.746
vina_06_202 -288.903 -4.038 -11.186 -12.579
vina_06_203 -339.934 -4.175 1.220 -12.586
vina_06_204 -398.796 -4.269 -22.897 -12.796
vina_06_205 -349.347 -4.128 -12.713 -12.628
vina_06_206 -315.589 -3.970 -27.504 -12.621
vina_06_207 -378.562 -4.284 -33.900 -12.796
vina_06_209 -332.187 -3.997 -26.601 -12.798
vina_06_210 -377.187 -4.058 -2.855 -12.764
vina_06_211 -378.577 -3.972 -35.566 -12.687
vina_06_212 -340.706 -3.983 -31.478 -12.798
vina_06_213 -273.665 -4.304 -13.664 -12.622
vina_06_214 -356.504 -4.157 -21.299 -12.796
vina_06_215 -275.224 -4.262 1.584 -12.614
vina_06_216 -382.671 -4.322 -23.795 -12.796
vina_06_217 -359.931 -4.416 -27.630 -12.796
vina_06_218 -349.541 -4.167 -11.979 -12.628
vina_06_219 -383.635 -4.248 -18.398 -12.777
vina_06_220 -406.835 -3.905 -26.281 -12.370
vina_06_221 -343.560 -4.320 -20.708 -12.730
vina_06_222 -335.754 -3.946 -17.735 -12.586
vina_06_223 -229.684 -3.811 2.469 -11.454
vina_06_224 -255.993 -4.128 -3.457 -12.709
vina_06_225 -488.712 -3.757 -40.182 -11.848
vina_06_226 -251.987 -4.137 -10.615 -12.590
vina_06_227 -350.962 -4.127 -18.885 -12.777
vina_06_228 -313.909 -4.338 -34.597 -12.730
vina_06_229 -324.975 -3.922 -20.993 -12.284
vina_06_230 -322.275 -4.111 -3.689 -12.681
vina_06_231 -314.834 -4.051 -24.906 -12.746
vina_06_232 -407.298 -4.100 -0.903 -12.629
vina_06_233 -210.047 -3.812 4.673 -11.454
vina_06_234 -339.912 -4.478 -7.777 -12.607
vina_06_235 -275.124 -4.124 -13.049 -12.590
vina_06_236 -337.801 -4.301 -8.237 -12.552
vina_06_237 -372.630 -3.595 -25.058 -11.829
vina_06_238 -280.361 -4.163 -4.869 -12.598
vina_06_239 -368.133 -4.413 -24.226 -12.796
vina_06_240 -306.282 -3.842 -0.225 -11.907
vina_06_241 -320.654 -3.848 -17.238 -12.129
vina_06_242 -466.042 -4.242 -13.697 -12.643
vina_06_243 -295.807 -3.698 -9.634 -11.345
vina_06_244 -310.497 -4.298 -25.091 -12.730
vina_06_245 -299.437 -4.125 -21.162 -12.730
vina_06_246 -211.797 -4.139 -14.280 -12.587
vina_06_247 -350.013 -3.817 -28.947 -11.652
vina_06_248 -298.998 -4.007 -16.682 -12.747
vina_06_249 -359.190 -3.701 -21.190 -11.829
vina_06_250 -350.115 -4.349 -20.231 -12.796
vina_06_251 -359.537 -3.696 -34.402 -11.841
vina_06_252 -313.630 -4.073 -16.266 -12.695
vina_06_253 -324.534 -4.233 -29.993 -12.730
vina_06_254 -307.679 -4.315 -13.950 -12.594
vina_06_255 -358.222 -4.116 -18.044 -12.744
vina_06_256 -341.678 -4.276 -16.353 -12.678
vina_06_257 -373.916 -4.461 -39.166 -12.911
vina_06_258 -255.739 -4.141 5.538 -12.614
vina_06_259 -204.315 -3.936 -0.745 -12.164
vina_06_260 -311.692 -4.268 -9.752 -12.562
vina_06_261 -202.375 -3.780 -10.805 -11.349
vina_06_262 -297.442 -4.565 -17.744 -13.172
vina_06_263 -492.028 -3.608 -36.397 -11.872
vina_06_264 -282.425 -4.306 -19.310 -12.711
vina_06_265 -327.097 -4.202 -29.136 -12.730
vina_06_266 -297.639 -3.812 -13.053 -11.356
vina_06_267 -333.242 -4.266 -7.947 -12.552
vina_06_268 -347.275 -4.070 -13.951 -12.676
vina_06_269 -332.476 -3.578 -7.509 -11.334
vina_06_270 -281.013 -4.308 5.705 -12.586
vina_06_271 -302.321 -4.418 -15.295 -12.618
vina_06_272 -315.291 -4.279 -33.161 -12.730
vina_06_273 -344.014 -4.354 -33.263 -12.796
vina_06_274 -316.314 -4.255 -14.413 -12.594
vina_06_275 -293.860 -4.255 -17.527 -12.678
vina_06_276 -320.849 -4.359 -16.576 -12.678
vina_06_277 -360.070 -4.059 -39.139 -12.873
vina_06_278 -298.673 -4.139 -17.101 -12.678
vina_06_279 -347.417 -4.282 -32.187 -12.796
vina_06_280 -231.247 -4.140 -7.119 -12.545
vina_06_281 -206.832 -3.911 1.536 -12.164
vina_06_282 -284.952 -3.741 3.697 -11.462
vina_06_283 -325.607 -4.084 -32.821 -12.730
vina_06_284 -265.424 -4.211 -5.798 -12.626
vina_06_285 -314.084 -4.238 -17.784 -12.678
vina_06_286 -358.197 -4.483 -29.837 -12.851
vina_06_287 -275.639 -4.060 -25.879 -12.774
vina_06_288 -364.257 -4.338 -13.258 -12.660
vina_06_289 -340.761 -4.134 -4.289 -12.681
vina_06_290 -332.773 -3.966 -27.773 -12.621
vina_06_291 -289.051 -3.881 2.415 -12.260
vina_06_292 -250.317 -4.001 -8.709 -12.659
vina_06_293 -331.398 -4.039 -15.401 -12.634
vina_06_294 -284.388 -4.230 14.405 -12.586
vina_06_295 -382.608 -4.343 -34.543 -12.796
vina_06_296 -332.249 -4.038 -34.610 -12.746
vina_06_297 -269.975 -3.923 -5.227 -12.154
vina_06_298 -266.552 -4.283 -6.850 -12.580
vina_06_299 -333.245 -4.074 2.253 -12.602
vina_06_300 -223.071 -3.995 0.952 -12.647
vina_06_301 -310.345 -3.991 -18.189 -12.747
vina_06_302 -294.089 -4.176 -15.993 -12.678
vina_06_303 -372.948 -3.735 -25.286 -11.829
vina_06_304 -266.854 -4.149 -5.498 -12.626
vina_06_305 -354.412 -4.432 -35.392 -12.796
vina_06_306 -285.806 -4.129 2.118 -12.586
vina_06_307 -228.616 -3.875 3.129 -12.282
vina_06_308 -256.588 -3.951 -9.908 -12.498
vina_06_309 -340.263 -4.164 -28.870 -12.730
vina_06_310 -302.565 -4.027 -12.035 -12.579
vina_06_311 -325.384 -4.113 -24.838 -12.730
vina_06_312 -325.177 -4.040 -23.061 -12.746
vina_06_313 -291.410 -4.111 7.552 -12.586
vina_06_314 -374.400 -4.027 -42.710 -12.830
vina_06_315 -307.792 -3.611 -23.468 -11.606
vina_06_316 -318.101 -4.085 10.137 -12.586
vina_06_317 -378.269 -4.308 -28.986 -12.796
vina_06_318 -292.994 -4.098 -5.251 -12.598
vina_06_319 -418.589 -3.659 -32.989 -11.819
vina_06_320 -395.304 -4.121 -31.879 -12.796
vina_06_321 -260.701 -4.342 -30.716 -12.758
vina_06_322 -326.429 -4.074 -15.749 -12.695
vina_06_323 -218.920 -3.801 1.268 -11.454
vina_06_324 -384.374 -3.791 -29.265 -11.841
vina_06_325 -270.531 -3.907 5.907 -12.200
vina_06_326 -325.360 -4.021 -7.837 -12.585
vina_06_327 -313.111 -4.204 -26.507 -12.730
vina_06_328 -373.678 -3.789 -34.496 -11.841
vina_06_329 -259.236 -3.826 -14.314 -11.347
vina_06_330 -203.257 -4.249 -9.923 -12.555
vina_06_331 -466.395 -4.328 -22.518 -12.779
vina_06_332 -315.841 -4.106 -19.146 -12.711
vina_06_333 -357.708 -4.118 -27.924 -12.796
vina_06_334 -291.599 -4.019 3.790 -12.655
vina_06_335 -229.697 -3.767 3.849 -11.454
vina_06_336 -299.084 -4.083 -7.930 -12.552
vina_06_337 -319.199 -3.991 -17.976 -12.747
vina_06_338 -292.396 -4.000 -13.587 -12.663
vina_06_339 -381.867 -3.923 -26.292 -12.393
vina_06_340 -238.869 -3.924 3.371 -12.164
vina_06_341 -248.191 -3.998 0.178 -12.647
vina_06_342 -306.771 -3.893 -8.360 -12.099
vina_06_343 -329.097 -4.288 -33.092 -12.730
vina_06_344 -236.277 -4.190 -4.996 -12.591
vina_06_345 -284.507 -4.182 -10.584 -12.562
vina_06_346 -314.610 -3.996 -4.906 -12.666
vina_06_347 -288.099 -4.433 -31.185 -12.730
vina_06_348 -212.384 -3.978 -4.383 -12.743
vina_06_349 -345.898 -3.927 -29.959 -12.350
vina_06_350 -342.945 -4.185 -11.808 -12.562
vina_06_351 -218.688 -4.095 -5.807 -12.591
vina_06_352 -243.470 -4.007 -13.191 -12.624
vina_06_353 -236.369 -3.957 -27.749 -12.614
vina_06_354 -328.779 -4.635 -9.251 -13.056
vina_06_355 -313.226 -4.239 0.672 -12.586
vina_06_356 -309.899 -4.231 -15.020 -12.594
vina_06_357 -290.098 -4.121 -17.442 -12.678
vina_06_358 -243.552 -3.926 1.329 -12.164
vina_06_359 -324.948 -4.217 -3.088 -12.681
vina_06_360 -403.391 -3.892 -29.477 -12.412
vina_06_361 -383.160 -4.079 -33.848 -12.796
vina_06_362 -264.728 -4.289 -0.240 -12.614
vina_06_363 -305.247 -4.084 -30.749 -12.730
vina_06_364 -309.031 -3.999 -29.149 -12.798
vina_06_365 -372.632 -4.140 -34.955 -12.796
vina_06_366 -311.301 -3.637 -30.203 -11.618
vina_06_367 -407.921 -4.066 -44.503 -12.771
vina_06_368 -249.311 -3.950 5.148 -12.522
vina_06_369 -271.058 -4.108 0.454 -12.614
vina_06_370 -481.138 -4.207 -13.193 -12.611
vina_06_371 -396.641 -4.205 -21.979 -12.796
vina_06_372 -351.498 -4.309 -25.220 -12.796
vina_06_373 -277.053 -4.530 -26.866 -13.086
vina_06_374 -230.010 -3.916 -15.049 -12.115
vina_06_375 -411.189 -3.991 -25.666 -12.842
vina_06_376 -178.156 -3.631 -1.733 -11.454
vina_06_377 -274.749 -4.259 -11.520 -12.590
vina_06_378 -326.667 -4.092 -16.343 -12.678
vina_06_379 -222.220 -3.868 1.086 -12.270
vina_06_380 -319.248 -3.850 -14.389 -12.015
vina_06_381 -294.370 -4.120 -23.419 -12.730
vina_06_382 -193.735 -3.904 -7.126 -12.073
vina_06_383 -347.129 -3.746 -31.034 -11.747
vina_06_384 -339.574 -4.000 -22.506 -12.798
vina_06_385 -324.296 -4.121 1.162 -12.586
vina_06_386 -312.019 -4.089 -21.563 -12.730
vina_06_387 -299.914 -4.137 -29.900 -12.730
vina_06_388 -237.999 -3.785 -1.455 -11.454
vina_06_389 -285.365 -4.136 -6.114 -12.552
vina_06_390 -304.873 -4.077 -21.221 -12.746
