################################################
##                   SPRank                   ##
################################################
in_rec:          3D2X-A-85-D2X/amber/rec.amber.mol2
in_cpd:          3D2X-A-85-D2X/amber/lig_charged.amber.mol2
in_poses:        3D2X-A-85-D2X/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 3D2X-A-85-D2X/amber/rec.amber.mol2
--> heavy atom num: 1652
Load compound: MOL from 3D2X-A-85-D2X/amber/lig_charged.amber.mol2
--> heavy atom num: 26
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
vina_01_38 -296.017 -4.172 -18.607 -12.711
vina_01_39 -280.578 -4.207 -30.241 -12.730
vina_01_40 -245.863 -4.122 -30.088 -12.723
vina_01_41 -320.870 -4.363 -28.998 -12.730
vina_01_42 -402.612 -4.296 -13.875 -12.660
vina_01_43 -349.945 -4.098 -4.838 -12.664
vina_01_44 -355.681 -3.930 -19.116 -12.334
vina_01_45 -562.954 -4.020 -33.934 -13.100
vina_01_46 -326.894 -4.199 1.389 -12.586
vina_01_47 -342.011 -3.991 1.367 -12.655
vina_01_48 -293.444 -4.223 -17.660 -12.678
vina_01_49 -417.525 -4.458 -9.038 -12.606
vina_01_50 -310.302 -4.102 1.577 -12.586
vina_01_51 -316.438 -4.153 -13.571 -12.594
vina_01_52 -329.704 -4.282 -19.245 -12.711
vina_01_53 -353.577 -4.200 -22.138 -12.796
vina_01_54 -375.900 -3.749 -26.914 -11.841
vina_01_55 -291.378 -4.175 10.474 -12.586
vina_01_56 -340.249 -3.883 -20.800 -12.372
vina_01_57 -311.637 -3.638 -3.347 -11.462
vina_01_58 -263.875 -3.827 -9.158 -11.278
vina_01_59 -343.588 -4.151 -22.981 -12.730
vina_01_60 -436.133 -4.261 -16.442 -12.727
vina_01_61 -282.977 -4.278 -10.510 -12.562
vina_01_62 -311.635 -4.166 -0.664 -12.586
vina_01_63 -304.063 -3.995 -3.754 -12.750
vina_01_64 -306.774 -4.095 -23.297 -12.730
vina_01_65 -331.234 -4.268 -30.521 -12.730
vina_01_66 -344.811 -3.761 -14.202 -11.543
vina_01_67 -242.058 -4.178 -6.803 -12.545
vina_01_68 -297.050 -3.994 -3.053 -12.750
vina_01_69 -294.327 -4.298 -20.764 -12.730
vina_01_70 -245.528 -3.982 2.106 -12.647
vina_01_71 -324.290 -4.117 -13.748 -12.594
vina_01_72 -260.956 -3.813 0.969 -11.490
vina_01_73 -311.734 -4.055 -2.544 -12.698
vina_01_74 -364.774 -4.101 -14.763 -12.660
vina_01_75 -333.704 -3.909 -18.591 -12.206
vina_01_76 -302.965 -4.393 -31.474 -12.730
vina_01_77 -286.369 -3.994 -21.884 -12.798
vina_01_78 -302.362 -4.103 2.744 -12.586
vina_01_79 -268.297 -3.716 -23.486 -11.634
vina_01_80 -328.747 -4.048 -10.240 -12.579
vina_01_81 -498.365 -4.103 -25.746 -12.780
vina_01_82 -285.011 -4.216 -19.392 -12.711
vina_01_83 -321.950 -4.246 -0.385 -12.586
vina_01_84 -374.314 -4.195 -6.068 -12.618
vina_01_85 -318.598 -4.134 -0.415 -12.586
vina_01_86 -237.226 -3.785 3.465 -11.454
vina_01_87 -512.970 -4.316 -29.628 -12.839
vina_01_88 -372.683 -4.414 -5.038 -12.664
vina_01_89 -357.144 -4.259 -27.862 -12.796
vina_01_90 -328.699 -4.030 -15.793 -12.695
vina_01_91 -552.929 -3.871 -43.712 -12.691
vina_01_92 -318.302 -3.630 -10.264 -11.345
vina_01_93 -472.583 -4.408 -23.055 -12.779
vina_01_94 -296.520 -4.231 -26.752 -12.730
vina_01_95 -343.158 -4.308 -37.215 -12.730
vina_01_96 -303.605 -3.800 -21.576 -11.606
vina_01_97 -438.754 -4.095 -23.119 -12.779
vina_01_98 -284.534 -4.264 1.672 -12.586
vina_01_99 -364.356 -4.264 -34.176 -12.796
vina_01_100 -296.237 -4.108 -5.502 -12.598
vina_01_101 -279.003 -4.200 -20.747 -12.730
vina_01_102 -322.085 -4.357 -29.483 -12.730
vina_01_103 -460.893 -4.179 -32.157 -12.785
vina_01_104 -264.770 -4.027 -4.325 -12.726
vina_01_105 -299.013 -3.992 -5.569 -12.666
vina_01_106 -370.035 -4.174 -3.248 -12.747
vina_01_107 -311.737 -4.176 2.428 -12.586
vina_01_108 -357.935 -4.042 3.101 -12.668
vina_01_109 -300.605 -4.260 -10.332 -12.562
vina_01_110 -306.585 -3.961 -24.649 -12.621
vina_01_111 -316.622 -4.322 -19.236 -12.711
vina_01_112 -376.528 -4.134 -29.334 -12.796
vina_01_113 -337.118 -4.175 4.180 -12.586
vina_01_114 -307.488 -4.029 -17.884 -12.695
vina_01_115 -305.853 -4.381 -20.957 -12.730
vina_01_116 -326.079 -3.670 -14.042 -11.414
vina_01_117 -357.706 -3.951 -21.354 -12.687
vina_01_118 -209.808 -3.881 -2.746 -12.288
vina_01_119 -260.089 -3.718 0.932 -11.490
vina_01_120 -285.810 -3.994 -6.430 -12.620
vina_01_121 -225.689 -3.905 -0.168 -12.164
vina_01_122 -376.611 -3.907 -35.660 -12.393
vina_01_123 -268.303 -4.299 -16.202 -12.706
vina_01_124 -273.216 -4.175 -25.868 -12.758
vina_01_125 -254.120 -4.232 -0.818 -12.614
vina_01_126 -342.649 -4.495 -23.873 -12.863
vina_01_127 -278.094 -3.935 -7.251 -12.099
vina_01_128 -323.041 -4.233 -20.141 -12.730
vina_01_129 -372.485 -4.184 -5.323 -12.664
vina_01_130 -295.641 -4.181 -6.194 -12.552
vina_01_131 -382.891 -4.230 -7.558 -12.618
vina_01_132 -325.343 -3.416 -4.185 -11.480
vina_01_133 -262.988 -4.015 2.410 -12.682
vina_01_134 -280.156 -4.343 -11.333 -12.562
vina_01_135 -341.215 -4.177 0.781 -12.586
vina_01_136 -377.719 -3.797 -35.916 -11.841
vina_01_137 -229.435 -3.882 -17.100 -12.287
vina_01_138 -276.898 -4.228 -28.430 -12.758
vina_01_139 -287.893 -3.948 -22.256 -12.621
vina_01_140 -330.501 -3.844 -1.853 -11.925
vina_01_141 -289.603 -3.939 -4.263 -12.227
vina_01_142 -263.683 -4.026 -14.460 -12.639
vina_01_143 -262.409 -4.078 -8.891 -12.590
vina_01_144 -365.598 -4.253 -6.208 -12.618
vina_01_145 -244.093 -3.855 -3.100 -12.244
vina_01_146 -307.318 -3.701 -29.042 -11.618
vina_01_147 -223.625 -4.246 -16.702 -12.671
vina_01_148 -260.127 -3.840 -27.469 -12.071
vina_01_149 -307.923 -3.756 12.369 -11.462
vina_01_150 -458.229 -4.158 -23.527 -12.785
vina_01_151 -286.252 -4.222 -0.562 -12.586
vina_01_152 -369.671 -3.793 -16.326 -11.752
vina_01_153 -386.583 -4.036 -26.327 -12.812
vina_01_154 -302.380 -4.000 -14.983 -12.663
vina_01_155 -311.556 -4.215 -20.480 -12.730
vina_01_156 -305.012 -4.506 -23.720 -13.058
vina_01_157 -293.757 -4.018 -1.846 -12.750
vina_01_158 -328.862 -4.306 -35.932 -12.730
vina_01_159 -344.096 -3.929 -21.483 -12.369
vina_01_160 -330.452 -4.248 -20.011 -12.730
vina_01_161 -271.400 -4.070 -23.464 -12.774
vina_01_162 -245.708 -3.823 2.199 -11.360
vina_01_163 -285.766 -4.027 3.787 -12.602
vina_01_164 -227.979 -4.111 -3.553 -12.674
vina_01_165 -289.596 -3.845 5.214 -11.907
vina_01_166 -326.314 -4.346 -16.048 -12.678
vina_01_167 -210.378 -3.915 2.886 -12.164
vina_01_168 -330.023 -4.275 -18.135 -12.678
vina_01_169 -316.568 -4.190 -21.999 -12.730
vina_01_170 -290.265 -4.298 -8.214 -12.552
vina_01_171 -335.821 -3.777 -27.380 -11.618
vina_01_172 -276.307 -4.101 -4.925 -12.626
vina_01_173 -299.406 -3.925 -13.114 -12.090
vina_01_174 -295.230 -4.068 -18.474 -12.727
vina_01_175 -313.744 -4.083 -4.414 -12.681
vina_01_176 -317.075 -3.876 -8.629 -12.208
vina_01_177 -353.367 -4.317 -27.922 -12.796
vina_01_178 -307.392 -4.017 -31.516 -12.798
vina_01_179 -412.100 -4.276 -22.511 -12.773
vina_01_180 -352.361 -3.926 -26.106 -12.393
vina_01_181 -369.812 -3.856 -28.852 -12.437
vina_01_182 -300.431 -4.281 10.507 -12.586
vina_01_183 -273.761 -4.213 9.324 -12.614
vina_01_184 -237.974 -3.719 5.531 -11.454
vina_01_185 -291.248 -3.846 -10.121 -11.972
vina_01_186 -321.078 -4.128 -7.264 -12.552
vina_01_187 -286.785 -4.345 5.682 -12.586
vina_01_188 -350.411 -3.672 -20.988 -11.735
vina_01_189 -263.141 -4.011 -8.740 -12.659
vina_01_190 -266.191 -4.056 -6.948 -12.596
vina_01_191 -274.463 -3.986 10.973 -12.682
vina_01_192 -273.049 -3.885 6.084 -12.288
vina_01_193 -313.625 -3.675 -9.256 -11.345
vina_01_194 -253.857 -4.013 -2.821 -12.778
vina_01_195 -243.003 -4.218 0.847 -12.579
vina_01_196 -291.935 -4.219 -0.168 -12.586
vina_01_197 -215.147 -3.701 3.696 -11.454
vina_01_198 -436.927 -4.369 -22.118 -12.779
vina_01_199 -338.354 -3.763 -10.959 -11.356
vina_01_200 -263.785 -4.102 2.570 -12.614
vina_01_201 -284.982 -3.959 5.280 -12.494
vina_01_202 -327.354 -4.136 -13.258 -12.594
vina_01_203 -308.432 -4.446 -27.111 -12.730
vina_01_204 -238.259 -3.973 -15.448 -12.619
vina_01_205 -331.541 -4.082 -23.221 -12.730
vina_01_206 -359.417 -3.998 -21.300 -12.864
vina_01_207 -351.772 -4.372 -30.108 -12.796
vina_01_208 -242.785 -3.984 8.562 -12.647
vina_01_209 -318.070 -3.914 -26.303 -12.284
vina_01_210 -291.760 -4.318 -20.951 -12.730
vina_01_211 -333.972 -4.260 -24.847 -12.730
vina_01_212 -303.045 -4.207 -3.326 -12.681
vina_01_213 -246.405 -4.214 -1.420 -12.674
vina_01_214 -375.322 -3.865 -21.883 -12.498
vina_01_215 -258.021 -3.806 4.822 -11.490
vina_01_216 -239.370 -4.132 -0.056 -12.579
vina_01_217 -364.649 -4.052 -2.574 -12.764
vina_01_218 -241.318 -4.056 -26.043 -12.739
vina_01_219 -505.343 -4.070 -32.415 -12.796
vina_01_220 -298.277 -3.964 -30.621 -12.621
vina_01_221 -265.917 -4.165 -10.844 -12.590
vina_01_222 -280.804 -4.128 -28.621 -12.730
vina_01_223 -284.740 -4.104 -12.980 -12.562
vina_01_224 -275.129 -3.978 -25.404 -12.826
vina_01_225 -253.787 -3.628 -8.009 -11.362
vina_01_226 -246.454 -3.765 4.023 -11.454
vina_01_227 -300.617 -4.259 -27.730 -12.730
vina_01_228 -220.331 -4.051 -3.508 -12.691
vina_01_229 -210.461 -4.145 -9.189 -12.555
vina_01_230 -298.776 -4.087 -18.455 -12.711
vina_01_231 -212.528 -3.968 3.533 -12.487
vina_01_232 -277.657 -4.157 3.050 -12.614
vina_01_233 -226.531 -3.969 -9.486 -12.463
vina_01_234 -212.337 -3.432 -10.006 -11.356
vina_01_235 -344.779 -4.225 -37.130 -12.796
vina_01_236 -303.977 -3.956 3.671 -12.494
vina_01_237 -367.613 -4.164 -26.049 -12.796
vina_01_238 -300.219 -4.001 -23.370 -12.798
vina_01_239 -183.420 -3.652 5.678 -11.454
vina_01_240 -247.476 -3.913 1.837 -12.164
vina_01_241 -313.488 -3.864 -6.370 -12.244
vina_01_242 -236.914 -3.818 -10.697 -11.254
vina_01_243 -350.009 -4.250 -32.877 -12.796
vina_01_244 -207.801 -3.800 5.545 -11.454
vina_01_245 -383.137 -4.025 -34.747 -12.812
vina_01_246 -354.447 -4.192 3.387 -12.652
vina_01_247 -345.067 -3.960 -35.278 -12.687
vina_01_248 -309.153 -3.724 -2.097 -11.462
vina_01_249 -322.071 -3.994 4.604 -12.655
vina_01_250 -224.028 -3.722 0.391 -11.454
vina_01_251 -293.824 -4.238 -0.595 -12.586
vina_01_252 -333.982 -4.240 -27.055 -12.730
vina_01_253 -288.865 -3.951 -22.799 -12.621
vina_01_254 -218.983 -3.881 -4.328 -12.288
vina_01_255 -301.776 -4.339 2.732 -12.586
vina_01_256 -242.717 -4.057 -2.181 -12.691
vina_01_257 -293.509 -4.099 -20.352 -12.730
vina_01_258 -267.790 -3.920 -9.490 -12.118
vina_01_259 -255.632 -4.166 2.559 -12.614
vina_01_260 -336.917 -3.811 -34.338 -11.618
vina_01_261 -335.666 -4.103 -20.880 -12.730
vina_01_262 -289.656 -4.027 4.337 -12.602
vina_01_263 -287.727 -4.071 -24.328 -12.746
vina_01_264 -286.829 -4.266 3.584 -12.586
vina_01_265 -241.245 -4.022 -9.311 -12.589
vina_01_266 -228.772 -3.765 1.169 -11.454
vina_01_267 -239.213 -3.573 -16.242 -11.521
vina_01_268 -226.267 -3.882 2.636 -12.253
vina_01_269 -303.736 -3.905 -23.388 -12.284
vina_01_270 -323.565 -4.443 -33.103 -12.730
vina_01_271 -293.879 -4.033 -3.877 -12.698
vina_01_272 -311.163 -4.176 13.431 -12.586
vina_01_273 -310.009 -3.849 -22.531 -12.206
vina_01_274 -330.168 -4.199 -29.234 -12.730
vina_01_275 -303.696 -3.542 -15.643 -11.528
vina_01_276 -344.710 -4.207 -8.637 -12.628
vina_01_277 -282.292 -3.785 -13.230 -11.414
vina_01_278 -327.036 -3.760 -14.413 -11.414
vina_01_279 -351.242 -3.975 -0.871 -12.600
vina_01_280 -177.173 -4.019 4.988 -12.647
vina_01_281 -349.886 -3.891 -21.193 -12.369
vina_01_282 -215.501 -3.974 1.992 -12.527
vina_01_283 -228.033 -3.991 -3.809 -12.743
vina_01_284 -271.012 -4.233 -1.493 -12.709
vina_01_285 -320.528 -4.126 -17.210 -12.678
vina_01_286 -203.569 -3.911 5.054 -12.164
vina_01_287 -322.049 -3.637 -37.921 -11.594
vina_01_288 -251.907 -3.748 -4.057 -11.490
vina_01_289 -215.635 -3.764 -5.169 -11.373
vina_01_290 -240.150 -3.627 -14.355 -11.407
vina_01_291 -275.252 -4.089 -21.599 -12.758
vina_01_292 -328.323 -4.040 -6.251 -12.568
vina_01_293 -238.583 -3.769 0.071 -11.454
vina_01_294 -300.202 -3.999 -5.636 -12.666
vina_01_295 -291.027 -4.215 -22.353 -12.730
vina_01_296 -263.843 -4.015 -8.182 -12.648
vina_01_297 -207.395 -4.153 -13.443 -12.587
vina_01_298 -297.227 -3.857 -23.415 -12.448
vina_01_299 -360.523 -4.046 -24.060 -12.812
vina_01_300 -219.848 -3.842 -5.640 -11.836
vina_01_301 -263.894 -4.088 3.958 -12.614
vina_01_302 -273.649 -3.839 -1.861 -11.953
vina_01_303 -263.462 -4.270 -26.350 -12.758
vina_01_304 -233.143 -3.862 -13.873 -12.279
vina_01_305 -312.231 -4.087 -30.376 -12.730
vina_01_306 -283.692 -4.011 -20.415 -12.798
vina_01_307 -290.175 -3.890 -22.021 -12.304
vina_01_308 -294.181 -3.672 -23.016 -11.606
vina_01_309 -280.333 -3.910 5.801 -12.172
vina_01_310 -255.056 -3.648 1.692 -11.490
vina_01_311 -315.831 -4.136 -3.783 -12.681
vina_01_312 -269.577 -4.079 -2.381 -12.709
vina_01_313 -384.767 -3.977 -6.917 -12.700
vina_01_314 -257.881 -4.216 -5.935 -12.626
vina_01_315 -346.372 -3.837 -13.240 -11.940
vina_01_316 -233.825 -3.912 5.411 -12.164
vina_01_317 -268.383 -4.124 7.921 -12.614
vina_01_318 -290.892 -4.174 -28.892 -12.730
vina_01_319 -354.714 -3.939 -24.605 -12.412
vina_01_320 -284.205 -3.997 -27.766 -12.798
vina_01_321 -291.466 -3.846 -13.350 -12.015
vina_01_322 -276.353 -4.284 -7.562 -12.580
vina_01_323 -281.250 -4.193 -27.350 -12.730
vina_01_324 -230.781 -4.069 -13.437 -12.603
vina_01_325 -318.045 -3.846 -26.014 -12.206
vina_01_326 -246.309 -3.871 0.293 -12.270
vina_01_327 -290.921 -4.095 -7.452 -12.552
vina_01_328 -286.665 -3.871 -1.983 -12.313
vina_01_329 -214.060 -4.110 -0.684 -12.579
vina_01_330 -322.255 -4.077 -31.425 -12.746
vina_01_331 -300.602 -4.087 -2.767 -12.681
vina_01_332 -228.590 -3.818 -4.898 -11.278
vina_01_333 -280.047 -4.185 -6.978 -12.552
vina_01_334 -354.477 -4.214 -26.952 -12.796
vina_01_335 -357.621 -3.838 -3.045 -12.097
vina_01_336 -328.552 -4.251 -0.647 -12.586
vina_01_337 -334.986 -3.903 -25.447 -12.284
vina_01_338 -248.321 -4.420 -4.230 -12.674
vina_01_339 -298.849 -3.809 -20.855 -11.606
vina_01_340 -301.781 -3.913 -20.632 -12.284
vina_01_341 -330.900 -4.136 -13.829 -12.594
vina_01_342 -261.382 -3.964 -3.521 -12.617
vina_01_343 -242.721 -4.027 -9.708 -12.572
vina_01_344 -295.350 -3.674 -8.467 -11.345
vina_01_345 -275.175 -3.766 -8.655 -11.373
vina_01_346 -259.210 -3.806 -21.569 -11.634
vina_01_347 -346.201 -4.058 -7.056 -12.634
vina_01_348 -574.250 -4.009 -44.683 -13.264
vina_01_349 -297.422 -4.013 -2.040 -12.750
vina_01_350 -355.321 -4.257 -22.109 -12.796
vina_01_351 -327.790 -4.247 -21.615 -12.730
vina_01_352 -339.203 -4.033 -28.832 -12.746
vina_01_353 -289.239 -4.318 -29.783 -12.730
vina_01_354 -240.485 -3.761 -19.919 -11.599
vina_01_355 -172.900 -3.887 2.643 -12.184
vina_01_356 -258.268 -3.823 6.155 -11.395
vina_01_357 -311.487 -3.900 -26.648 -12.284
vina_01_358 -220.071 -3.732 0.083 -11.454
vina_01_359 -319.051 -4.141 -19.933 -12.730
vina_01_360 -270.809 -3.972 -20.835 -12.649
vina_01_361 -433.222 -3.702 -20.692 -11.813
vina_01_362 -148.115 -3.530 -22.738 -11.599
vina_01_363 -333.005 -4.001 -29.034 -12.798
vina_01_364 -322.954 -4.075 -25.708 -12.746
vina_01_365 -191.017 -3.630 -15.403 -11.431
vina_01_366 -177.461 -3.704 -0.666 -11.454
vina_01_367 -323.553 -3.830 -34.220 -11.784
vina_01_368 -310.953 -4.128 -8.935 -12.562
vina_01_369 -197.672 -4.096 -2.216 -12.674
vina_01_370 -313.615 -4.020 -20.385 -12.763
vina_01_371 -345.044 -4.131 -29.246 -12.796
vina_01_372 -315.710 -4.392 -4.959 -12.598
vina_01_373 -290.258 -3.968 -4.524 -12.589
vina_01_374 -471.727 -4.029 -27.394 -12.795
vina_01_375 -280.316 -3.884 -9.803 -12.179
vina_01_376 -209.472 -3.396 -5.988 -11.391
vina_01_377 -279.318 -4.093 -28.675 -12.730
vina_01_378 -245.112 -3.802 -9.193 -11.337
vina_01_379 -296.829 -4.254 -21.003 -12.730
vina_01_380 -369.397 -3.808 -28.951 -11.841
vina_01_381 -317.164 -4.362 -22.490 -12.730
vina_01_382 -267.148 -3.815 4.815 -11.395
vina_01_383 -261.329 -4.466 -22.672 -12.813
vina_01_384 -343.922 -3.974 -11.384 -12.511
vina_01_385 -272.258 -4.286 -9.350 -12.590
vina_01_386 -323.660 -4.163 -25.787 -12.730
vina_01_387 -225.247 -3.570 -4.026 -11.454
vina_01_388 -304.616 -3.714 -17.110 -11.528
vina_01_389 -587.455 -4.125 -36.056 -13.177
vina_01_390 -250.524 -3.591 8.240 -11.490
vina_01_391 -258.482 -3.737 -0.442 -11.490
vina_01_392 -258.142 -3.461 -19.709 -11.574
vina_01_393 -275.682 -4.179 -24.569 -12.758
vina_01_394 -263.346 -4.365 -6.524 -12.580
vina_01_395 -153.419 -3.601 -1.966 -11.454
vina_01_396 -216.764 -3.800 -12.987 -11.349
vina_01_397 -297.174 -3.774 -8.599 -11.345
vina_01_398 -273.761 -3.724 -14.966 -11.442
vina_01_399 -311.454 -3.668 -9.885 -11.345
vina_01_400 -213.482 -3.878 10.487 -12.253
vina_01_401 -214.488 -3.452 8.052 -11.473
vina_01_402 -283.512 -3.675 12.875 -11.462
vina_01_403 -232.825 -4.036 5.035 -12.595
vina_01_404 -383.922 -4.234 -11.019 -12.628
vina_01_405 -279.221 -3.587 -27.674 -11.618
vina_01_406 -255.198 -3.455 -17.550 -11.574
vina_01_407 -303.206 -3.458 -23.901 -11.624
vina_01_408 -252.059 -3.546 -6.013 -11.408
vina_01_409 -484.796 -3.549 -33.405 -11.872
vina_01_410 -202.899 -3.419 -1.594 -11.473
vina_01_411 -176.636 -3.473 -9.719 -11.356
vina_01_412 -300.709 -3.941 -24.635 -12.303
vina_01_413 -343.880 -3.918 -21.251 -12.284
vina_01_414 -253.432 -3.636 -9.544 -11.373
vina_01_415 -343.605 -3.752 -7.869 -11.334
vina_01_416 -278.306 -3.182 -13.860 -11.410
vina_01_417 -326.854 -4.183 -22.328 -12.730
vina_01_418 -304.804 -4.295 -25.603 -12.730
vina_01_419 -324.191 -3.913 -36.325 -12.284
vina_01_420 -151.371 -3.344 -18.725 -11.539
vina_01_421 -334.165 -4.175 -26.576 -12.730
vina_01_422 -120.797 -3.288 -35.677 -11.606
vina_01_423 -239.838 -3.725 9.377 -11.454
vina_01_424 -398.372 -3.766 -34.304 -11.841
vina_01_425 -352.112 -4.160 -26.936 -12.796
vina_01_426 -368.861 -4.157 -24.496 -12.796
vina_01_427 -350.762 -4.096 -25.042 -12.796
vina_01_428 -363.638 -3.936 -17.490 -12.334
vina_02_1 -539.955 -4.215 -38.836 -12.976
vina_02_2 -548.781 -4.266 -40.939 -13.009
vina_02_3 -550.067 -4.333 -35.523 -12.948
vina_02_4 -530.302 -4.251 -40.386 -12.976
vina_02_5 -584.171 -4.110 -43.082 -13.191
vina_02_6 -570.178 -4.306 -48.477 -13.311
vina_02_7 -493.806 -4.209 -30.472 -12.754
vina_02_8 -572.558 -4.159 -38.841 -13.286
vina_02_9 -572.796 -4.230 -41.642 -13.286
vina_02_10 -535.576 -4.419 -39.451 -12.976
vina_02_11 -291.845 -4.357 -11.930 -12.562
vina_02_12 -429.089 -4.235 -19.370 -12.760
vina_02_14 -443.772 -4.516 -18.562 -13.113
vina_02_15 -358.613 -4.215 -6.486 -12.618
vina_02_16 -517.235 -4.382 -30.159 -12.884
vina_02_17 -391.414 -4.312 -18.168 -12.744
vina_02_18 -522.385 -4.213 -28.269 -12.916
vina_02_19 -492.210 -4.282 -22.749 -12.754
vina_02_20 -388.174 -4.185 -13.294 -12.660
vina_02_21 -501.754 -4.213 -28.054 -12.780
vina_02_22 -399.262 -4.431 -37.151 -12.796
vina_02_23 -315.511 -4.188 -27.109 -12.730
vina_02_24 -497.481 -4.206 -38.786 -12.840
vina_02_25 -358.998 -4.322 -28.746 -12.796
vina_02_26 -439.096 -4.357 -24.726 -12.779
vina_02_27 -332.862 -4.555 -29.783 -13.224
vina_02_28 -340.035 -4.132 -4.433 -12.681
vina_02_30 -350.794 -3.757 -24.612 -11.735
vina_02_31 -542.006 -4.384 -31.116 -12.916
vina_02_32 -314.636 -4.155 4.407 -12.586
vina_02_33 -334.583 -4.444 -37.995 -12.730
vina_02_34 -395.411 -4.206 -14.807 -12.660
vina_02_35 -262.311 -4.106 -15.948 -12.706
vina_02_36 -337.935 -4.521 -28.814 -13.058
vina_02_37 -305.250 -4.265 7.281 -12.586
vina_02_38 -334.123 -4.086 -25.168 -12.730
vina_02_39 -305.160 -4.477 -22.505 -12.785
vina_02_40 -347.028 -4.482 -17.770 -12.799
vina_02_41 -501.836 -4.095 -32.465 -12.780
vina_02_42 -328.317 -4.046 -19.753 -12.746
vina_02_43 -381.775 -4.175 -11.744 -12.628
vina_02_44 -357.001 -4.277 -24.465 -12.796
vina_02_45 -352.766 -3.994 -30.831 -12.864
vina_02_46 -316.651 -4.204 -6.136 -12.552
vina_02_47 -332.537 -3.992 -11.026 -12.631
vina_02_48 -272.898 -4.353 -2.372 -12.709
vina_02_49 -336.772 -4.138 -6.028 -12.598
vina_02_50 -320.519 -4.375 -17.932 -12.678
vina_02_51 -355.650 -4.036 -19.463 -12.793
vina_02_52 -363.937 -4.054 -21.295 -12.812
vina_02_53 -277.658 -4.139 -8.121 -12.580
vina_02_54 -337.998 -4.249 -27.625 -12.730
vina_02_55 -298.868 -4.202 -19.898 -12.730
vina_02_56 -299.607 -4.144 -7.799 -12.552
vina_02_57 -500.771 -4.055 -33.378 -12.796
vina_02_58 -291.323 -4.119 -12.332 -12.562
vina_02_59 -301.878 -4.182 -20.236 -12.730
vina_02_60 -389.418 -4.210 -11.816 -12.628
vina_02_61 -293.445 -4.170 -28.594 -12.730
vina_02_62 -357.321 -4.091 -1.986 -12.747
vina_02_63 -307.291 -4.237 -22.450 -12.730
vina_02_64 -322.619 -4.199 -7.967 -12.552
vina_02_65 -219.944 -3.901 -2.779 -12.200
vina_02_66 -297.504 -4.357 -25.163 -12.730
vina_02_67 -333.924 -3.872 -11.693 -12.196
vina_02_68 -343.920 -4.281 -32.256 -12.730
vina_02_69 -329.493 -4.214 -17.121 -12.678
vina_02_70 -322.798 -3.954 -18.261 -12.586
vina_02_71 -293.884 -4.278 15.032 -12.586
vina_02_72 -233.395 -3.740 -2.217 -11.454
vina_02_73 -305.389 -4.159 -3.859 -12.681
vina_02_74 -293.324 -4.080 0.635 -12.586
vina_02_75 -350.159 -4.005 3.283 -12.720
vina_02_76 -343.887 -3.985 -31.673 -12.798
vina_02_77 -323.696 -3.829 -18.305 -11.694
vina_02_78 -337.163 -4.243 -13.308 -12.594
vina_02_79 -418.662 -4.409 -20.692 -12.773
vina_02_80 -249.546 -3.892 -1.200 -12.219
vina_02_81 -339.940 -3.996 -23.417 -12.798
vina_02_82 -305.476 -4.233 1.545 -12.586
vina_02_83 -342.744 -4.168 -3.133 -12.681
vina_02_84 -339.583 -4.307 -25.630 -12.730
vina_02_85 -306.135 -4.140 -33.083 -12.730
vina_02_86 -231.231 -3.820 1.529 -11.360
vina_02_87 -336.909 -4.006 -11.467 -12.631
vina_02_88 -245.130 -4.362 -8.575 -12.555
vina_02_89 -310.200 -4.307 -20.255 -12.730
vina_02_90 -343.536 -4.069 -10.213 -12.579
vina_02_91 -216.799 -3.668 4.150 -11.454
vina_02_92 -296.362 -3.614 -26.494 -11.618
vina_02_93 -269.451 -4.207 -24.478 -12.758
vina_02_94 -389.412 -3.710 -23.881 -11.829
vina_02_95 -565.798 -4.322 -42.821 -13.085
vina_02_96 -362.673 -4.094 -25.466 -12.796
vina_02_97 -237.772 -3.749 -17.702 -11.521
vina_02_98 -222.446 -3.846 -2.145 -12.081
vina_02_99 -304.413 -4.095 -21.783 -12.730
vina_02_100 -345.517 -4.258 -25.998 -12.796
vina_02_101 -349.979 -3.719 -22.354 -11.735
vina_02_102 -356.763 -3.965 -29.845 -12.687
vina_02_103 -233.413 -4.245 -12.943 -12.555
vina_02_104 -327.773 -4.018 -24.548 -12.798
vina_02_105 -332.315 -4.269 -35.009 -12.730
vina_02_106 -371.069 -4.320 -30.986 -12.796
vina_02_107 -349.380 -4.343 -27.068 -12.796
vina_02_108 -321.678 -4.018 -29.738 -12.798
vina_02_109 -461.957 -4.275 -24.163 -12.785
vina_02_110 -219.046 -3.784 1.213 -11.454
vina_02_111 -300.665 -4.237 1.108 -12.586
vina_02_112 -257.052 -4.075 -1.194 -12.630
vina_02_113 -214.835 -3.943 -3.055 -12.582
vina_02_114 -268.349 -4.123 -1.461 -12.709
vina_02_115 -270.987 -4.138 -0.478 -12.614
vina_02_116 -323.449 -4.389 -28.726 -12.730
vina_02_117 -319.804 -3.916 -37.637 -12.284
