################################################
##                   SPRank                   ##
################################################
in_rec:          3D2X-A-85-D2X/amber/rec.amber.mol2
in_cpd:          3D2X-A-85-D2X/amber/lig_charged.amber.mol2
in_poses:        3D2X-A-85-D2X/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 3D2X-A-85-D2X/amber/rec.amber.mol2
--> heavy atom num: 1652
Load compound: MOL from 3D2X-A-85-D2X/amber/lig_charged.amber.mol2
--> heavy atom num: 26
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
vina_01_85 -318.598 -4.134 -0.415
vina_01_86 -237.226 -3.785 3.465
vina_01_87 -512.970 -4.316 -29.628
vina_01_88 -372.683 -4.414 -5.038
vina_01_89 -357.144 -4.259 -27.862
vina_01_90 -328.699 -4.030 -15.793
vina_01_91 -552.929 -3.871 -43.712
vina_01_92 -318.302 -3.630 -10.264
vina_01_93 -472.583 -4.408 -23.055
vina_01_94 -296.520 -4.231 -26.752
vina_01_95 -343.158 -4.308 -37.215
vina_01_96 -303.605 -3.800 -21.576
vina_01_97 -438.754 -4.095 -23.119
vina_01_98 -284.534 -4.264 1.672
vina_01_99 -364.356 -4.264 -34.176
vina_01_100 -296.237 -4.108 -5.502
vina_01_101 -279.003 -4.200 -20.747
vina_01_102 -322.085 -4.357 -29.483
vina_01_103 -460.893 -4.179 -32.157
vina_01_104 -264.770 -4.027 -4.325
vina_01_105 -299.013 -3.992 -5.569
vina_01_106 -370.035 -4.174 -3.248
vina_01_107 -311.737 -4.176 2.428
vina_01_108 -357.935 -4.042 3.101
vina_01_109 -300.605 -4.260 -10.332
vina_01_110 -306.585 -3.961 -24.649
vina_01_111 -316.622 -4.322 -19.236
vina_01_112 -376.528 -4.134 -29.334
vina_01_113 -337.118 -4.175 4.180
vina_01_114 -307.488 -4.029 -17.884
vina_01_115 -305.853 -4.381 -20.957
vina_01_116 -326.079 -3.670 -14.042
vina_01_117 -357.706 -3.951 -21.354
vina_01_118 -209.808 -3.881 -2.746
vina_01_119 -260.089 -3.718 0.932
vina_01_120 -285.810 -3.994 -6.430
vina_01_121 -225.689 -3.905 -0.168
vina_01_122 -376.611 -3.907 -35.660
vina_01_123 -268.303 -4.299 -16.202
vina_01_124 -273.216 -4.175 -25.868
vina_01_125 -254.120 -4.232 -0.818
vina_01_126 -342.649 -4.495 -23.873
vina_01_127 -278.094 -3.935 -7.251
vina_01_128 -323.041 -4.233 -20.141
vina_01_129 -372.485 -4.184 -5.323
vina_01_130 -295.641 -4.181 -6.194
vina_01_131 -382.891 -4.230 -7.558
vina_01_132 -325.343 -3.416 -4.185
vina_01_133 -262.988 -4.015 2.410
vina_01_134 -280.156 -4.343 -11.333
vina_01_135 -341.215 -4.177 0.781
vina_01_136 -377.719 -3.797 -35.916
vina_01_137 -229.435 -3.882 -17.100
vina_01_138 -276.898 -4.228 -28.430
vina_01_139 -287.893 -3.948 -22.256
vina_01_140 -330.501 -3.844 -1.853
vina_01_141 -289.603 -3.939 -4.263
vina_01_142 -263.683 -4.026 -14.460
vina_01_143 -262.409 -4.078 -8.891
vina_01_144 -365.598 -4.253 -6.208
vina_01_145 -244.093 -3.855 -3.100
vina_01_146 -307.318 -3.701 -29.042
vina_01_147 -223.625 -4.246 -16.702
vina_01_148 -260.127 -3.840 -27.469
vina_01_149 -307.923 -3.756 12.369
vina_01_150 -458.229 -4.158 -23.527
vina_01_151 -286.252 -4.222 -0.562
vina_01_152 -369.671 -3.793 -16.326
vina_01_153 -386.583 -4.036 -26.327
vina_01_154 -302.380 -4.000 -14.983
vina_01_155 -311.556 -4.215 -20.480
vina_01_156 -305.012 -4.506 -23.720
vina_01_157 -293.757 -4.018 -1.846
vina_01_158 -328.862 -4.306 -35.932
vina_01_159 -344.096 -3.929 -21.483
vina_01_160 -330.452 -4.248 -20.011
vina_01_161 -271.400 -4.070 -23.464
vina_01_162 -245.708 -3.823 2.199
vina_01_163 -285.766 -4.027 3.787
vina_01_164 -227.979 -4.111 -3.553
vina_01_165 -289.596 -3.845 5.214
vina_01_166 -326.314 -4.346 -16.048
vina_01_167 -210.378 -3.915 2.886
vina_01_168 -330.023 -4.275 -18.135
vina_01_169 -316.568 -4.190 -21.999
vina_01_170 -290.265 -4.298 -8.214
vina_01_171 -335.821 -3.777 -27.380
vina_01_172 -276.307 -4.101 -4.925
vina_01_173 -299.406 -3.925 -13.114
vina_01_174 -295.230 -4.068 -18.474
vina_01_175 -313.744 -4.083 -4.414
vina_01_176 -317.075 -3.876 -8.629
vina_01_177 -353.367 -4.317 -27.922
vina_01_178 -307.392 -4.017 -31.516
vina_01_179 -412.100 -4.276 -22.511
vina_01_180 -352.361 -3.926 -26.106
vina_01_181 -369.812 -3.856 -28.852
vina_01_182 -300.431 -4.281 10.507
vina_01_183 -273.761 -4.213 9.324
vina_01_184 -237.974 -3.719 5.531
vina_01_185 -291.248 -3.846 -10.121
vina_01_186 -321.078 -4.128 -7.264
vina_01_187 -286.785 -4.345 5.682
vina_01_188 -350.411 -3.672 -20.988
vina_01_189 -263.141 -4.011 -8.740
vina_01_190 -266.191 -4.056 -6.948
vina_01_191 -274.463 -3.986 10.973
vina_01_192 -273.049 -3.885 6.084
vina_01_193 -313.625 -3.675 -9.256
vina_01_194 -253.857 -4.013 -2.821
vina_01_195 -243.003 -4.218 0.847
vina_01_196 -291.935 -4.219 -0.168
vina_01_197 -215.147 -3.701 3.696
vina_01_198 -436.927 -4.369 -22.118
vina_01_199 -338.354 -3.763 -10.959
vina_01_200 -263.785 -4.102 2.570
vina_01_201 -284.982 -3.959 5.280
vina_01_202 -327.354 -4.136 -13.258
vina_01_203 -308.432 -4.446 -27.111
vina_01_204 -238.259 -3.973 -15.448
vina_01_205 -331.541 -4.082 -23.221
vina_01_206 -359.417 -3.998 -21.300
vina_01_207 -351.772 -4.372 -30.108
vina_01_208 -242.785 -3.984 8.562
vina_01_209 -318.070 -3.914 -26.303
vina_01_210 -291.760 -4.318 -20.951
vina_01_211 -333.972 -4.260 -24.847
vina_01_212 -303.045 -4.207 -3.326
vina_01_213 -246.405 -4.214 -1.420
vina_01_214 -375.322 -3.865 -21.883
vina_01_215 -258.021 -3.806 4.822
vina_01_216 -239.370 -4.132 -0.056
vina_01_217 -364.649 -4.052 -2.574
vina_01_218 -241.318 -4.056 -26.043
vina_01_219 -505.343 -4.070 -32.415
vina_01_220 -298.277 -3.964 -30.621
vina_01_221 -265.917 -4.165 -10.844
vina_01_222 -280.804 -4.128 -28.621
vina_01_223 -284.740 -4.104 -12.980
vina_01_224 -275.129 -3.978 -25.404
vina_01_225 -253.787 -3.628 -8.009
vina_01_226 -246.454 -3.765 4.023
vina_01_227 -300.617 -4.259 -27.730
vina_01_228 -220.331 -4.051 -3.508
vina_01_229 -210.461 -4.145 -9.189
vina_01_230 -298.776 -4.087 -18.455
vina_01_231 -212.528 -3.968 3.533
vina_01_232 -277.657 -4.157 3.050
vina_01_233 -226.531 -3.969 -9.486
vina_01_234 -212.337 -3.432 -10.006
vina_01_235 -344.779 -4.225 -37.130
vina_01_236 -303.977 -3.956 3.671
vina_01_237 -367.613 -4.164 -26.049
vina_01_238 -300.219 -4.001 -23.370
vina_01_239 -183.420 -3.652 5.678
vina_01_240 -247.476 -3.913 1.837
vina_01_241 -313.488 -3.864 -6.370
vina_01_242 -236.914 -3.818 -10.697
vina_01_243 -350.009 -4.250 -32.877
vina_01_244 -207.801 -3.800 5.545
vina_01_245 -383.137 -4.025 -34.747
vina_01_246 -354.447 -4.192 3.387
vina_01_247 -345.067 -3.960 -35.278
vina_01_248 -309.153 -3.724 -2.097
vina_01_249 -322.071 -3.994 4.604
vina_01_250 -224.028 -3.722 0.391
vina_01_251 -293.824 -4.238 -0.595
vina_01_252 -333.982 -4.240 -27.055
vina_01_253 -288.865 -3.951 -22.799
vina_01_254 -218.983 -3.881 -4.328
vina_01_255 -301.776 -4.339 2.732
vina_01_256 -242.717 -4.057 -2.181
vina_01_257 -293.509 -4.099 -20.352
vina_01_258 -267.790 -3.920 -9.490
vina_01_259 -255.632 -4.166 2.559
vina_01_260 -336.917 -3.811 -34.338
vina_01_261 -335.666 -4.103 -20.880
vina_01_262 -289.656 -4.027 4.337
vina_01_263 -287.727 -4.071 -24.328
vina_01_264 -286.829 -4.266 3.584
vina_01_265 -241.245 -4.022 -9.311
vina_01_266 -228.772 -3.765 1.169
vina_01_267 -239.213 -3.573 -16.242
vina_01_268 -226.267 -3.882 2.636
vina_01_269 -303.736 -3.905 -23.388
vina_01_270 -323.565 -4.443 -33.103
vina_01_271 -293.879 -4.033 -3.877
vina_01_272 -311.163 -4.176 13.431
vina_01_273 -310.009 -3.849 -22.531
vina_01_274 -330.168 -4.199 -29.234
vina_01_275 -303.696 -3.542 -15.643
vina_01_276 -344.710 -4.207 -8.637
vina_01_277 -282.292 -3.785 -13.230
vina_01_278 -327.036 -3.760 -14.413
vina_01_279 -351.242 -3.975 -0.871
vina_01_280 -177.173 -4.019 4.988
vina_01_281 -349.886 -3.891 -21.193
vina_01_282 -215.501 -3.974 1.992
vina_01_283 -228.033 -3.991 -3.809
vina_01_284 -271.012 -4.233 -1.493
vina_01_285 -320.528 -4.126 -17.210
vina_01_286 -203.569 -3.911 5.054
vina_01_287 -322.049 -3.637 -37.921
vina_01_288 -251.907 -3.748 -4.057
vina_01_289 -215.635 -3.764 -5.169
vina_01_290 -240.150 -3.627 -14.355
vina_01_291 -275.252 -4.089 -21.599
vina_01_292 -328.323 -4.040 -6.251
vina_01_293 -238.583 -3.769 0.071
vina_01_294 -300.202 -3.999 -5.636
vina_01_295 -291.027 -4.215 -22.353
vina_01_296 -263.843 -4.015 -8.182
vina_01_297 -207.395 -4.153 -13.443
vina_01_298 -297.227 -3.857 -23.415
vina_01_299 -360.523 -4.046 -24.060
vina_01_300 -219.848 -3.842 -5.640
vina_01_301 -263.894 -4.088 3.958
vina_01_302 -273.649 -3.839 -1.861
vina_01_303 -263.462 -4.270 -26.350
vina_01_304 -233.143 -3.862 -13.873
vina_01_305 -312.231 -4.087 -30.376
vina_01_306 -283.692 -4.011 -20.415
vina_01_307 -290.175 -3.890 -22.021
vina_01_308 -294.181 -3.672 -23.016
vina_01_309 -280.333 -3.910 5.801
vina_01_310 -255.056 -3.648 1.692
vina_01_311 -315.831 -4.136 -3.783
vina_01_312 -269.577 -4.079 -2.381
vina_01_313 -384.767 -3.977 -6.917
vina_01_314 -257.881 -4.216 -5.935
vina_01_315 -346.372 -3.837 -13.240
vina_01_316 -233.825 -3.912 5.411
vina_01_317 -268.383 -4.124 7.921
vina_01_318 -290.892 -4.174 -28.892
vina_01_319 -354.714 -3.939 -24.605
vina_01_320 -284.205 -3.997 -27.766
vina_01_321 -291.466 -3.846 -13.350
vina_01_322 -276.353 -4.284 -7.562
vina_01_323 -281.250 -4.193 -27.350
vina_01_324 -230.781 -4.069 -13.437
vina_01_325 -318.045 -3.846 -26.014
vina_01_326 -246.309 -3.871 0.293
vina_01_327 -290.921 -4.095 -7.452
vina_01_328 -286.665 -3.871 -1.983
vina_01_329 -214.060 -4.110 -0.684
vina_01_330 -322.255 -4.077 -31.425
vina_01_331 -300.602 -4.087 -2.767
vina_01_332 -228.590 -3.818 -4.898
vina_01_333 -280.047 -4.185 -6.978
vina_01_334 -354.477 -4.214 -26.952
vina_01_335 -357.621 -3.838 -3.045
vina_01_336 -328.552 -4.251 -0.647
vina_01_337 -334.986 -3.903 -25.447
vina_01_338 -248.321 -4.420 -4.230
vina_01_339 -298.849 -3.809 -20.855
vina_01_340 -301.781 -3.913 -20.632
vina_01_341 -330.900 -4.136 -13.829
vina_01_342 -261.382 -3.964 -3.521
vina_01_343 -242.721 -4.027 -9.708
vina_01_344 -295.350 -3.674 -8.467
vina_01_345 -275.175 -3.766 -8.655
vina_01_346 -259.210 -3.806 -21.569
vina_01_347 -346.201 -4.058 -7.056
vina_01_348 -574.250 -4.009 -44.683
vina_01_349 -297.422 -4.013 -2.040
vina_01_350 -355.321 -4.257 -22.109
vina_01_351 -327.790 -4.247 -21.615
vina_01_352 -339.203 -4.033 -28.832
vina_01_353 -289.239 -4.318 -29.783
vina_01_354 -240.485 -3.761 -19.919
vina_01_355 -172.900 -3.887 2.643
vina_01_356 -258.268 -3.823 6.155
vina_01_357 -311.487 -3.900 -26.648
vina_01_358 -220.071 -3.732 0.083
vina_01_359 -319.051 -4.141 -19.933
vina_01_360 -270.809 -3.972 -20.835
vina_01_361 -433.222 -3.702 -20.692
vina_01_362 -148.115 -3.530 -22.738
vina_01_363 -333.005 -4.001 -29.034
vina_01_364 -322.954 -4.075 -25.708
vina_01_365 -191.017 -3.630 -15.403
vina_01_366 -177.461 -3.704 -0.666
vina_01_367 -323.553 -3.830 -34.220
vina_01_368 -310.953 -4.128 -8.935
vina_01_369 -197.672 -4.096 -2.216
vina_01_370 -313.615 -4.020 -20.385
vina_01_371 -345.044 -4.131 -29.246
vina_01_372 -315.710 -4.392 -4.959
vina_01_373 -290.258 -3.968 -4.524
vina_01_374 -471.727 -4.029 -27.394
vina_01_375 -280.316 -3.884 -9.803
vina_01_376 -209.472 -3.396 -5.988
vina_01_377 -279.318 -4.093 -28.675
vina_01_378 -245.112 -3.802 -9.193
vina_01_379 -296.829 -4.254 -21.003
vina_01_380 -369.397 -3.808 -28.951
vina_01_381 -317.164 -4.362 -22.490
vina_01_382 -267.148 -3.815 4.815
vina_01_383 -261.329 -4.466 -22.672
vina_01_384 -343.922 -3.974 -11.384
vina_01_385 -272.258 -4.286 -9.350
vina_01_386 -323.660 -4.163 -25.787
vina_01_387 -225.247 -3.570 -4.026
vina_01_388 -304.616 -3.714 -17.110
vina_01_389 -587.455 -4.125 -36.056
vina_01_390 -250.524 -3.591 8.240
vina_01_391 -258.482 -3.737 -0.442
vina_01_392 -258.142 -3.461 -19.709
vina_01_393 -275.682 -4.179 -24.569
vina_01_394 -263.346 -4.365 -6.524
vina_01_395 -153.419 -3.601 -1.966
vina_01_396 -216.764 -3.800 -12.987
vina_01_397 -297.174 -3.774 -8.599
vina_01_398 -273.761 -3.724 -14.966
vina_01_399 -311.454 -3.668 -9.885
vina_01_400 -213.482 -3.878 10.487
vina_01_401 -214.488 -3.452 8.052
vina_01_402 -283.512 -3.675 12.875
vina_01_403 -232.825 -4.036 5.035
vina_01_404 -383.922 -4.234 -11.019
vina_01_405 -279.221 -3.587 -27.674
vina_01_406 -255.198 -3.455 -17.550
vina_01_407 -303.206 -3.458 -23.901
vina_01_408 -252.059 -3.546 -6.013
vina_01_409 -484.796 -3.549 -33.405
vina_01_410 -202.899 -3.419 -1.594
vina_01_411 -176.636 -3.473 -9.719
vina_01_412 -300.709 -3.941 -24.635
vina_01_413 -343.880 -3.918 -21.251
vina_01_414 -253.432 -3.636 -9.544
vina_01_415 -343.605 -3.752 -7.869
vina_01_416 -278.306 -3.182 -13.860
vina_01_417 -326.854 -4.183 -22.328
vina_01_418 -304.804 -4.295 -25.603
vina_01_419 -324.191 -3.913 -36.325
vina_01_420 -151.371 -3.344 -18.725
vina_01_421 -334.165 -4.175 -26.576
vina_01_422 -120.797 -3.288 -35.677
vina_01_423 -239.838 -3.725 9.377
vina_01_424 -398.372 -3.766 -34.304
vina_01_425 -352.112 -4.160 -26.936
vina_01_426 -368.861 -4.157 -24.496
vina_01_427 -350.762 -4.096 -25.042
vina_01_428 -363.638 -3.936 -17.490
vina_02_1 -539.955 -4.215 -38.836
vina_02_2 -548.781 -4.266 -40.939
vina_02_3 -550.067 -4.333 -35.523
vina_02_4 -530.302 -4.251 -40.386
vina_02_5 -584.171 -4.110 -43.082
vina_02_6 -570.178 -4.306 -48.477
vina_02_7 -493.806 -4.209 -30.472
vina_02_8 -572.558 -4.159 -38.841
vina_02_9 -572.796 -4.230 -41.642
vina_02_10 -535.576 -4.419 -39.451
vina_02_11 -291.845 -4.357 -11.930
vina_02_12 -429.089 -4.235 -19.370
vina_02_14 -443.772 -4.516 -18.562
vina_02_15 -358.613 -4.215 -6.486
vina_02_16 -517.235 -4.382 -30.159
vina_02_17 -391.414 -4.312 -18.168
vina_02_18 -522.385 -4.213 -28.269
vina_02_19 -492.210 -4.282 -22.749
vina_02_20 -388.174 -4.185 -13.294
vina_02_21 -501.754 -4.213 -28.054
vina_02_22 -399.262 -4.431 -37.151
vina_02_23 -315.511 -4.188 -27.109
vina_02_24 -497.481 -4.206 -38.786
vina_02_25 -358.998 -4.322 -28.746
vina_02_26 -439.096 -4.357 -24.726
vina_02_27 -332.862 -4.555 -29.783
vina_02_28 -340.035 -4.132 -4.433
vina_02_30 -350.794 -3.757 -24.612
vina_02_31 -542.006 -4.384 -31.116
vina_02_32 -314.636 -4.155 4.407
vina_02_33 -334.583 -4.444 -37.995
vina_02_34 -395.411 -4.206 -14.807
vina_02_35 -262.311 -4.106 -15.948
vina_02_36 -337.935 -4.521 -28.814
vina_02_37 -305.250 -4.265 7.281
vina_02_38 -334.123 -4.086 -25.168
vina_02_39 -305.160 -4.477 -22.505
vina_02_40 -347.028 -4.482 -17.770
vina_02_41 -501.836 -4.095 -32.465
vina_02_42 -328.317 -4.046 -19.753
vina_02_43 -381.775 -4.175 -11.744
vina_02_44 -357.001 -4.277 -24.465
vina_02_45 -352.766 -3.994 -30.831
vina_02_46 -316.651 -4.204 -6.136
vina_02_47 -332.537 -3.992 -11.026
vina_02_48 -272.898 -4.353 -2.372
vina_02_49 -336.772 -4.138 -6.028
vina_02_50 -320.519 -4.375 -17.932
vina_02_51 -355.650 -4.036 -19.463
vina_02_52 -363.937 -4.054 -21.295
vina_02_53 -277.658 -4.139 -8.121
vina_02_54 -337.998 -4.249 -27.625
vina_02_55 -298.868 -4.202 -19.898
vina_02_56 -299.607 -4.144 -7.799
vina_02_57 -500.771 -4.055 -33.378
vina_02_58 -291.323 -4.119 -12.332
vina_02_59 -301.878 -4.182 -20.236
vina_02_60 -389.418 -4.210 -11.816
vina_02_61 -293.445 -4.170 -28.594
vina_02_62 -357.321 -4.091 -1.986
vina_02_63 -307.291 -4.237 -22.450
vina_02_64 -322.619 -4.199 -7.967
vina_02_65 -219.944 -3.901 -2.779
vina_02_66 -297.504 -4.357 -25.163
vina_02_67 -333.924 -3.872 -11.693
vina_02_68 -343.920 -4.281 -32.256
vina_02_69 -329.493 -4.214 -17.121
vina_02_70 -322.798 -3.954 -18.261
vina_02_71 -293.884 -4.278 15.032
vina_02_72 -233.395 -3.740 -2.217
vina_02_73 -305.389 -4.159 -3.859
vina_02_74 -293.324 -4.080 0.635
vina_02_75 -350.159 -4.005 3.283
vina_02_76 -343.887 -3.985 -31.673
vina_02_77 -323.696 -3.829 -18.305
vina_02_78 -337.163 -4.243 -13.308
vina_02_79 -418.662 -4.409 -20.692
vina_02_80 -249.546 -3.892 -1.200
vina_02_81 -339.940 -3.996 -23.417
vina_02_82 -305.476 -4.233 1.545
vina_02_83 -342.744 -4.168 -3.133
vina_02_84 -339.583 -4.307 -25.630
vina_02_85 -306.135 -4.140 -33.083
vina_02_86 -231.231 -3.820 1.529
vina_02_87 -336.909 -4.006 -11.467
vina_02_88 -245.130 -4.362 -8.575
vina_02_89 -310.200 -4.307 -20.255
vina_02_90 -343.536 -4.069 -10.213
vina_02_91 -216.799 -3.668 4.150
vina_02_92 -296.362 -3.614 -26.494
vina_02_93 -269.451 -4.207 -24.478
vina_02_94 -389.412 -3.710 -23.881
vina_02_95 -565.798 -4.322 -42.821
vina_02_96 -362.673 -4.094 -25.466
vina_02_97 -237.772 -3.749 -17.702
vina_02_98 -222.446 -3.846 -2.145
vina_02_99 -304.413 -4.095 -21.783
vina_02_100 -345.517 -4.258 -25.998
vina_02_101 -349.979 -3.719 -22.354
vina_02_102 -356.763 -3.965 -29.845
vina_02_103 -233.413 -4.245 -12.943
vina_02_104 -327.773 -4.018 -24.548
vina_02_105 -332.315 -4.269 -35.009
vina_02_106 -371.069 -4.320 -30.986
vina_02_107 -349.380 -4.343 -27.068
vina_02_108 -321.678 -4.018 -29.738
vina_02_109 -461.957 -4.275 -24.163
vina_02_110 -219.046 -3.784 1.213
vina_02_111 -300.665 -4.237 1.108
vina_02_112 -257.052 -4.075 -1.194
vina_02_113 -214.835 -3.943 -3.055
vina_02_114 -268.349 -4.123 -1.461
vina_02_115 -270.987 -4.138 -0.478
vina_02_116 -323.449 -4.389 -28.726
vina_02_117 -319.804 -3.916 -37.637
vina_02_118 -197.782 -4.025 5.012
vina_02_119 -360.465 -4.023 -25.354
vina_02_120 -384.690 -3.906 -33.183
vina_02_121 -294.026 -4.407 -11.538
vina_02_122 -354.541 -4.233 -30.552
vina_02_123 -269.408 -3.983 -12.158
vina_02_124 -314.257 -3.922 -14.413
vina_02_125 -307.771 -4.038 -10.097
vina_02_126 -357.976 -3.675 -15.527
vina_02_127 -318.459 -4.488 -30.027
vina_02_128 -342.067 -4.394 -23.198
vina_02_129 -329.839 -4.079 -13.541
vina_02_130 -370.894 -4.208 -39.988
vina_02_131 -260.895 -3.992 -3.068
vina_02_132 -331.670 -4.192 -16.104
vina_02_133 -258.505 -3.911 -16.390
vina_02_134 -339.968 -4.199 -30.770
vina_02_135 -250.015 -4.015 1.335
vina_02_136 -330.086 -4.055 -18.081
vina_02_137 -317.340 -4.129 0.277
vina_02_138 -368.245 -3.967 -11.102
vina_02_139 -273.797 -4.154 -26.734
vina_02_140 -285.480 -4.425 -9.171
vina_02_141 -230.924 -4.050 -26.012
vina_02_142 -228.808 -3.931 3.042
vina_02_143 -295.159 -3.895 -8.266
vina_02_144 -346.155 -4.116 3.326
vina_02_145 -298.835 -4.399 -18.853
vina_02_146 -217.049 -4.060 -7.163
vina_02_147 -336.619 -4.097 2.540
vina_02_148 -332.267 -4.173 -22.165
vina_02_149 -269.985 -3.910 0.224
vina_02_150 -362.152 -4.172 -33.710
vina_02_151 -384.742 -3.945 -11.782
vina_02_152 -317.809 -3.993 -15.681
vina_02_153 -345.602 -4.204 -29.614
vina_02_154 -323.398 -4.139 -25.092
vina_02_155 -281.835 -3.996 4.069
vina_02_156 -319.135 -4.283 -4.672
vina_02_157 -406.579 -3.723 -37.035
vina_02_158 -366.942 -3.774 -21.689
vina_02_159 -270.231 -4.074 2.664
vina_02_160 -387.230 -3.921 -44.369
vina_02_161 -389.029 -4.291 -14.394
vina_02_162 -300.729 -4.211 -7.844
vina_02_163 -310.079 -4.131 -15.256
vina_02_164 -215.386 -3.793 -15.514
vina_02_165 -239.339 -3.911 2.877
vina_02_166 -212.718 -3.719 2.916
vina_02_167 -339.292 -3.886 -40.159
vina_02_168 -263.443 -4.151 -6.859
vina_02_169 -346.131 -3.895 -29.587
vina_02_170 -236.861 -3.956 3.155
vina_02_171 -312.886 -3.941 -1.815
vina_02_172 -263.641 -4.307 -26.941
vina_02_173 -321.653 -4.205 -4.604
vina_02_174 -316.945 -4.109 -6.002
vina_02_175 -292.042 -4.048 -23.625
vina_02_176 -293.306 -4.308 -23.585
vina_02_177 -385.459 -4.293 -37.829
vina_02_178 -241.953 -3.976 3.474
vina_02_179 -409.015 -3.779 -13.085
vina_02_180 -269.095 -4.021 -5.700
vina_02_181 -300.086 -4.017 -19.095
vina_02_182 -362.574 -4.193 -3.856
vina_02_183 -249.670 -4.055 -6.272
vina_02_184 -221.299 -3.716 -8.312
vina_02_185 -298.076 -4.310 10.697
vina_02_186 -263.801 -4.195 -5.625
vina_02_187 -471.155 -3.955 -33.709
vina_02_188 -338.846 -3.692 -31.984
vina_02_189 -348.468 -3.906 -11.925
vina_02_190 -339.552 -4.221 -18.120
vina_02_191 -308.362 -4.326 -1.696
vina_02_192 -313.039 -3.890 -10.047
vina_02_193 -277.609 -4.104 -16.122
vina_02_194 -297.800 -3.878 5.891
vina_02_195 -260.171 -4.414 0.991
vina_02_196 -349.004 -4.021 -25.538
vina_02_197 -313.397 -3.982 -17.524
vina_02_198 -372.693 -4.270 -23.590
vina_02_199 -353.271 -3.830 -39.934
vina_02_200 -204.564 -3.978 -3.371
vina_02_201 -275.818 -3.860 4.366
vina_02_202 -166.945 -4.137 1.085
vina_02_203 -273.025 -3.810 -13.742
vina_02_204 -309.802 -4.222 -30.089
vina_02_205 -265.318 -3.997 -18.508
vina_02_206 -334.098 -4.114 -25.465
vina_02_207 -322.666 -4.376 -0.611
vina_02_208 -231.071 -4.009 5.435
vina_02_209 -325.648 -4.263 8.196
vina_02_210 -356.500 -4.105 -34.825
vina_02_211 -272.135 -4.209 -8.480
vina_02_212 -327.104 -3.704 -10.822
vina_02_213 -273.934 -4.140 -5.562
vina_02_214 -309.657 -3.911 -31.031
vina_02_215 -353.172 -4.194 -30.056
vina_02_216 -262.596 -4.102 -11.947
vina_02_217 -359.351 -4.188 -29.580
vina_02_218 -290.119 -4.215 -6.567
vina_02_219 -353.353 -4.086 -0.658
vina_02_220 -290.306 -3.921 -29.942
vina_02_221 -288.889 -3.957 -2.189
vina_02_222 -304.285 -3.814 -2.118
vina_02_223 -272.375 -4.379 -11.993
vina_02_224 -289.697 -4.017 -10.434
vina_02_225 -287.899 -4.170 4.686
vina_02_226 -292.807 -3.816 -16.781
vina_02_227 -275.003 -4.079 -12.173
vina_02_228 -252.897 -3.914 -7.278
vina_02_229 -261.146 -4.283 1.493
vina_02_230 -277.054 -3.901 -0.642
vina_02_231 -322.686 -4.084 -21.958
vina_02_232 -301.918 -3.948 -0.004
vina_02_233 -372.672 -4.266 -21.994
vina_02_234 -256.012 -3.760 1.180
vina_02_235 -245.095 -3.974 10.295
vina_02_236 -374.939 -4.051 -27.256
vina_02_237 -340.965 -4.130 4.351
vina_02_238 -231.773 -3.965 7.477
vina_02_239 -379.789 -4.039 -17.154
vina_02_240 -376.825 -4.340 -32.744
vina_02_241 -302.027 -4.112 -23.285
vina_02_242 -281.861 -4.131 -23.536
vina_02_243 -289.029 -3.892 -1.815
vina_02_244 -304.612 -4.295 4.753
vina_02_245 -286.226 -3.792 -22.370
vina_02_246 -238.904 -3.769 -0.436
vina_02_247 -270.655 -4.152 3.427
vina_02_248 -228.027 -3.798 6.210
vina_02_249 -286.337 -3.618 -11.026
vina_02_250 -208.928 -3.679 1.507
vina_02_251 -351.390 -4.031 -31.941
vina_02_252 -281.862 -3.650 4.575
vina_02_253 -285.679 -4.300 -13.729
vina_02_254 -216.741 -3.860 0.725
vina_02_255 -377.555 -3.924 -33.965
vina_02_256 -352.589 -4.370 -8.395
vina_02_257 -345.688 -3.904 -30.323
vina_02_258 -333.688 -4.136 -11.225
vina_02_259 -242.660 -3.992 -9.424
vina_02_260 -352.604 -4.062 -31.409
vina_02_261 -216.853 -3.964 11.569
vina_02_262 -274.373 -3.883 -1.379
vina_02_263 -223.662 -3.889 -1.533
vina_02_264 -254.680 -3.832 -13.074
vina_02_265 -337.702 -4.386 -32.544
vina_02_266 -218.919 -3.890 -2.636
vina_02_267 -290.229 -3.910 2.789
vina_02_268 -366.622 -3.661 -22.223
vina_02_269 -295.034 -3.810 -4.182
vina_02_270 -224.523 -3.904 9.293
vina_02_271 -272.779 -4.109 -1.448
vina_02_272 -373.144 -4.000 -29.654
vina_02_273 -203.153 -3.827 1.492
vina_02_274 -297.459 -4.302 -13.630
vina_02_275 -277.346 -4.246 0.515
vina_02_276 -242.303 -3.785 -18.115
vina_02_277 -319.996 -4.164 -27.248
vina_02_278 -313.207 -4.072 -3.636
vina_02_279 -198.736 -3.923 -1.783
vina_02_280 -232.065 -4.063 -6.564
vina_02_281 -249.951 -4.027 -1.898
vina_02_282 -219.693 -4.022 -1.705
