################################################
##                   SPRank                   ##
################################################
in_rec:          3D2X-A-85-D2X/amber/rec.amber.mol2
in_cpd:          3D2X-A-85-D2X/amber/lig_charged.amber.mol2
in_poses:        3D2X-A-85-D2X/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 3D2X-A-85-D2X/amber/rec.amber.mol2
--> heavy atom num: 1652
Load compound: MOL from 3D2X-A-85-D2X/amber/lig_charged.amber.mol2
--> heavy atom num: 26
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
rdock_05_87 -497.425 -4.175 -26.987
rdock_05_88 -214.085 -3.680 -16.581
rdock_05_89 -373.917 -4.066 -29.242
rdock_05_90 -551.501 -4.107 -44.406
rdock_05_91 -276.853 -3.824 0.447
rdock_05_92 -518.362 -3.892 -34.663
rdock_05_93 -542.511 -3.970 -48.290
rdock_05_94 -211.912 -3.561 -14.343
rdock_05_95 -436.766 -4.018 -31.609
rdock_05_96 -332.579 -4.116 -15.570
rdock_05_97 -355.120 -4.214 -27.638
rdock_05_98 -229.722 -4.102 -26.735
rdock_05_99 -233.892 -3.741 -6.477
rdock_05_100 -345.881 -4.031 -33.395
rdock_05_101 -160.144 -3.243 0.296
rdock_05_102 -277.800 -3.462 2.189
rdock_05_103 -319.633 -4.177 2.125
rdock_05_104 -507.042 -4.236 -32.613
rdock_05_105 -353.091 -4.018 -31.236
rdock_05_106 -244.032 -4.583 -2.737
rdock_05_107 -346.230 -4.299 -26.371
rdock_05_108 -292.520 -4.337 -35.294
rdock_05_109 -315.678 -4.370 -22.010
rdock_05_110 -306.044 -3.741 -21.662
rdock_05_111 -305.584 -4.071 -24.944
rdock_05_112 -245.012 -3.624 -2.814
rdock_05_113 -207.779 -3.465 -10.025
rdock_05_114 -485.177 -4.374 -24.449
rdock_05_115 -223.598 -3.918 -0.819
rdock_05_116 -488.983 -4.166 -39.280
rdock_05_117 -258.586 -3.793 7.459
rdock_05_118 -335.603 -4.040 -31.835
rdock_05_119 -381.864 -4.320 -30.330
rdock_05_120 -240.996 -3.792 -0.591
rdock_05_121 -344.732 -3.375 -25.823
rdock_05_122 -240.243 -3.737 6.142
rdock_05_123 -283.215 -4.107 -21.907
rdock_05_124 -357.399 -4.305 -8.215
rdock_05_125 -260.177 -4.083 -9.001
rdock_05_126 -325.862 -4.373 -6.343
rdock_05_127 -232.866 -3.315 -7.693
rdock_05_128 -307.530 -4.230 -11.377
rdock_05_129 -535.373 -4.075 -41.206
rdock_05_130 -508.370 -4.242 -34.451
rdock_05_131 -201.165 -3.560 0.985
rdock_05_132 -205.645 -3.540 -13.496
rdock_05_133 -226.878 -3.959 -4.186
rdock_05_134 -414.852 -3.992 -22.804
rdock_05_135 -548.269 -3.977 -42.958
rdock_05_136 -396.955 -3.896 -21.203
rdock_05_137 -359.756 -4.092 -25.332
rdock_05_138 -289.067 -3.922 -10.811
rdock_05_139 -378.560 -3.982 -25.640
rdock_05_140 -410.439 -4.327 -18.145
rdock_05_141 -295.794 -3.831 -6.016
rdock_05_142 -378.421 -4.227 -27.937
rdock_05_143 -264.098 -4.014 -20.060
rdock_05_144 -247.347 -3.893 -7.039
rdock_05_145 -461.952 -4.111 -20.170
rdock_05_146 -239.685 -4.052 -17.729
rdock_05_147 -303.038 -4.157 -5.079
rdock_05_148 -273.559 -3.486 -24.610
rdock_05_149 -312.197 -3.973 1.794
rdock_05_150 -417.014 -3.901 -24.591
rdock_06_1 -216.841 -3.671 -4.689
rdock_06_2 -557.342 -4.263 -35.129
rdock_06_3 -419.628 -3.865 -38.040
rdock_06_4 -348.358 -4.101 -29.280
rdock_06_5 -326.353 -4.105 -20.447
rdock_06_6 -204.933 -3.727 -18.498
rdock_06_7 -258.170 -3.508 -14.466
rdock_06_8 -406.165 -4.432 -18.139
rdock_06_9 -335.409 -4.524 -3.343
rdock_06_10 -368.084 -3.411 -30.518
rdock_06_11 -250.103 -4.054 -8.464
rdock_06_12 -480.081 -4.087 -31.592
rdock_06_13 -214.430 -3.698 9.631
rdock_06_14 -321.354 -4.242 -24.588
rdock_06_15 -333.540 -4.062 -3.344
rdock_06_16 -429.086 -4.191 -36.276
rdock_06_17 -407.198 -4.247 -7.037
rdock_06_18 -482.264 -4.398 -28.416
rdock_06_19 -333.819 -3.964 -10.762
rdock_06_20 -306.701 -4.348 -26.900
rdock_06_21 -201.656 -2.995 11.281
rdock_06_22 -311.466 -4.034 -24.037
rdock_06_23 -281.307 -4.264 -23.825
rdock_06_24 -363.575 -4.258 -27.576
rdock_06_25 -271.742 -3.833 -2.245
rdock_06_26 -327.935 -3.984 -23.848
rdock_06_27 -518.338 -3.728 -37.840
rdock_06_28 -344.401 -3.940 -29.080
rdock_06_29 -521.206 -4.035 -35.034
rdock_06_30 -304.760 -3.829 -31.127
rdock_06_31 -382.887 -4.103 -44.721
rdock_06_32 -374.796 -3.892 -34.922
rdock_06_33 -269.612 -3.447 9.053
rdock_06_34 -312.201 -4.301 -23.243
rdock_06_35 -313.293 -4.022 -22.093
rdock_06_36 -418.643 -4.495 -21.780
rdock_06_37 -486.678 -3.948 -33.761
rdock_06_38 -373.055 -4.223 -28.827
rdock_06_39 -544.738 -4.060 -31.409
rdock_06_40 -405.918 -3.579 -26.287
rdock_06_41 -517.778 -4.310 -25.951
rdock_06_42 -384.523 -4.200 -32.789
rdock_06_43 -391.896 -4.121 -17.138
rdock_06_44 -453.968 -4.016 -28.731
rdock_06_45 -331.331 -4.316 -28.672
rdock_06_46 -550.867 -4.350 -32.824
rdock_06_47 -261.209 -3.927 -25.622
rdock_06_48 -215.544 -3.496 -6.507
rdock_06_49 -488.285 -4.307 -20.821
rdock_06_50 -393.247 -3.909 -37.223
rdock_06_51 -577.535 -4.116 -38.228
rdock_06_52 -313.114 -3.969 -6.282
rdock_06_53 -447.849 -4.334 -17.904
rdock_06_54 -298.297 -4.468 -32.862
rdock_06_55 -538.574 -3.985 -30.526
rdock_06_56 -527.632 -4.072 -38.747
rdock_06_57 -394.617 -4.076 -24.070
rdock_06_58 -183.131 -3.848 -13.995
rdock_06_59 -466.796 -3.768 -35.716
rdock_06_60 -345.323 -3.816 -27.684
rdock_06_61 -350.168 -4.248 -18.647
rdock_06_62 -269.891 -3.546 -13.986
rdock_06_63 -391.766 -4.202 -31.648
rdock_06_64 -464.778 -3.558 -19.976
rdock_06_65 -370.989 -3.789 -26.616
rdock_06_66 -257.718 -3.622 -9.113
rdock_06_67 -356.933 -4.190 -35.943
rdock_06_68 -445.144 -3.780 -28.455
rdock_06_69 -283.749 -3.964 -30.438
rdock_06_70 -361.093 -4.069 -26.043
rdock_06_71 -198.224 -3.872 8.569
rdock_06_72 -390.501 -4.142 -38.647
rdock_06_73 -322.422 -4.450 -13.216
rdock_06_74 -180.643 -3.312 -13.365
rdock_06_75 -522.043 -4.248 -27.465
rdock_06_76 -335.151 -4.402 -17.968
rdock_06_77 -347.951 -3.685 -27.892
rdock_06_78 -406.810 -4.303 -19.092
rdock_06_79 -390.969 -4.330 -29.891
rdock_06_80 -362.225 -3.927 -30.737
rdock_06_81 -231.883 -3.802 -7.174
rdock_06_82 -376.815 -4.117 -6.869
rdock_06_83 -289.437 -4.206 -14.263
rdock_06_84 -295.530 -3.625 -0.625
rdock_06_85 -360.928 -4.254 -13.954
rdock_06_86 -237.132 -4.346 -18.085
rdock_06_87 -386.399 -4.002 -19.177
rdock_06_88 -229.272 -3.435 -2.342
rdock_06_89 -358.427 -3.947 -26.327
rdock_06_90 -274.940 -3.724 -3.315
rdock_06_91 -226.951 -3.857 -16.621
rdock_06_92 -354.978 -3.869 -21.339
rdock_06_93 -236.543 -3.910 -13.659
rdock_06_94 -320.743 -4.310 -17.407
rdock_06_95 -340.765 -3.947 -18.540
rdock_06_96 -275.150 -4.114 10.271
rdock_06_97 -293.536 -4.154 -9.177
rdock_06_98 -351.393 -4.073 -13.667
rdock_06_99 -538.602 -4.040 -29.968
rdock_06_100 -358.927 -3.983 -9.809
rdock_06_101 -288.547 -4.236 3.209
rdock_06_102 -276.533 -3.939 -24.919
rdock_06_103 -315.411 -4.214 -31.404
rdock_06_104 -292.264 -3.713 -20.556
rdock_06_105 -456.523 -4.247 -33.384
rdock_06_106 -287.080 -4.031 -12.104
rdock_06_107 -419.059 -4.190 -17.159
rdock_06_108 -391.368 -4.223 -19.079
rdock_06_109 -283.567 -4.167 -15.465
rdock_06_110 -353.238 -4.205 -28.239
rdock_06_111 -306.392 -4.190 6.208
rdock_06_112 -368.253 -4.164 -34.163
rdock_06_113 -386.345 -3.964 -24.908
rdock_06_114 -332.633 -3.955 -27.869
rdock_06_115 -264.119 -4.288 -16.364
rdock_06_116 -364.447 -4.187 -30.556
rdock_06_117 -203.620 -4.538 0.975
rdock_06_118 -232.614 -3.887 0.821
rdock_06_119 -344.899 -3.996 -30.141
rdock_06_120 -205.463 -3.614 -8.248
rdock_06_121 -293.591 -4.088 -20.675
rdock_06_122 -326.891 -4.239 -27.365
rdock_06_123 -274.133 -3.989 -34.824
rdock_06_124 -476.200 -3.444 -45.072
rdock_06_125 -548.148 -3.853 -40.242
rdock_06_126 -296.546 -4.182 -21.754
rdock_06_127 -183.210 -4.429 -13.249
rdock_06_128 -378.130 -4.146 -39.308
rdock_06_129 -392.895 -3.816 -16.283
rdock_06_130 -514.173 -3.902 -33.054
rdock_06_131 -243.392 -3.779 -13.889
rdock_06_132 -325.054 -4.289 -29.537
rdock_06_133 -486.495 -4.273 -21.645
rdock_06_134 -304.670 -4.105 -21.818
rdock_06_135 -290.885 -4.216 -30.169
rdock_06_136 -287.904 -3.807 -35.994
rdock_06_137 -411.270 -4.230 -41.368
rdock_06_138 -454.760 -3.826 -27.885
rdock_06_139 -350.704 -4.027 -40.636
rdock_06_140 -291.462 -4.050 -12.682
rdock_06_141 -368.710 -4.170 -24.698
rdock_06_142 -427.353 -4.241 -29.530
rdock_06_143 -246.159 -4.247 -14.778
rdock_06_144 -525.113 -4.442 -37.154
rdock_06_145 -236.308 -3.973 -9.104
rdock_06_146 -575.630 -4.246 -34.964
rdock_06_147 -347.343 -4.150 -23.762
rdock_06_148 -364.401 -4.519 -20.958
rdock_06_149 -347.092 -3.817 -33.605
rdock_06_150 -307.376 -4.381 -20.922
rdock_07_1 -297.670 -3.773 -3.689
rdock_07_2 -424.078 -3.995 -12.215
rdock_07_3 -224.339 -3.238 -15.065
rdock_07_4 -260.759 -3.916 -15.793
rdock_07_5 -225.746 -3.991 -8.427
rdock_07_6 -137.313 -3.336 -16.283
rdock_07_7 -347.266 -4.141 -21.696
rdock_07_8 -229.940 -3.920 -18.564
rdock_07_9 -411.836 -4.237 -24.465
rdock_07_10 -223.941 -3.840 -18.130
rdock_07_11 -307.717 -3.470 -43.258
rdock_07_12 -242.884 -3.937 -15.129
rdock_07_13 -205.850 -3.512 -13.390
rdock_07_14 -340.722 -4.113 -20.604
rdock_07_15 -179.171 -3.540 -3.271
rdock_07_16 -187.572 -3.725 -16.059
rdock_07_17 -177.368 -3.646 -3.747
rdock_07_18 -305.183 -4.174 -13.163
rdock_07_19 -440.112 -4.206 -28.857
rdock_07_20 -373.401 -4.008 -25.331
rdock_07_21 -343.886 -4.276 -28.488
rdock_07_22 -395.491 -3.896 -32.356
rdock_07_23 -321.529 -3.994 -22.956
rdock_07_24 -303.238 -4.471 -32.474
rdock_07_25 -306.362 -4.320 -17.660
rdock_07_26 -224.408 -3.816 -10.584
rdock_07_27 -429.360 -4.295 -25.558
rdock_07_28 -422.420 -4.016 -48.714
rdock_07_29 -230.457 -3.569 -13.356
rdock_07_30 -323.943 -4.077 -18.449
rdock_07_31 -265.283 -3.990 -16.056
rdock_07_32 -458.630 -3.997 -36.159
rdock_07_33 -220.698 -3.991 4.172
rdock_07_34 -336.267 -4.076 -14.138
rdock_07_35 -381.082 -4.249 -5.725
rdock_07_36 -564.159 -4.123 -37.780
rdock_07_37 -182.782 -3.334 -11.125
rdock_07_38 -365.134 -4.243 -20.775
rdock_07_39 -194.289 -3.720 -6.490
rdock_07_40 -316.079 -3.828 -31.231
rdock_07_41 -186.452 -3.851 -9.003
rdock_07_42 -504.646 -4.011 -30.988
rdock_07_43 -219.808 -3.911 1.110
rdock_07_44 -252.626 -4.097 -13.965
rdock_07_45 -304.848 -4.120 -22.114
rdock_07_46 -359.343 -4.125 -14.191
rdock_07_47 -251.106 -4.475 -12.336
rdock_07_48 -302.129 -3.934 -28.594
rdock_07_49 -225.904 -3.643 2.011
rdock_07_50 -350.552 -4.491 -20.676
rdock_07_51 -353.350 -4.080 -11.245
rdock_07_52 -239.548 -4.124 -26.198
rdock_07_53 -250.408 -3.830 -11.883
rdock_07_54 -597.748 -4.063 -34.974
rdock_07_55 -216.999 -3.899 -5.854
rdock_07_56 -331.594 -3.751 -36.949
rdock_07_57 -228.973 -4.021 -10.463
rdock_07_58 -275.891 -3.773 -12.254
rdock_07_59 -401.593 -3.806 -32.059
rdock_07_60 -207.941 -3.766 -10.586
rdock_07_61 -310.183 -4.069 -43.066
rdock_07_62 -261.838 -3.945 -1.557
rdock_07_63 -193.375 -3.404 12.052
rdock_07_64 -331.297 -4.005 -42.431
rdock_07_65 -302.012 -4.030 -16.835
rdock_07_66 -303.509 -3.677 -8.364
rdock_07_67 -302.176 -3.706 -33.735
rdock_07_68 -385.386 -4.036 -18.554
rdock_07_69 -192.277 -3.006 -13.216
rdock_07_70 -436.406 -4.239 -26.085
rdock_07_71 -362.648 -3.978 -26.982
rdock_07_72 -296.963 -4.102 -21.560
rdock_07_73 -177.456 -3.368 -8.099
rdock_07_74 -310.403 -3.846 -13.019
rdock_07_75 -278.207 -3.630 -6.797
rdock_07_76 -472.552 -4.205 -31.557
rdock_07_77 -250.850 -3.169 -8.137
rdock_07_78 -259.665 -3.916 -30.146
rdock_07_79 -274.640 -4.028 -24.126
rdock_07_80 -364.023 -4.295 -8.791
rdock_07_81 -278.750 -3.767 -5.813
rdock_07_82 -237.555 -3.700 -24.136
rdock_07_83 -271.021 -4.138 -24.155
rdock_07_84 -169.806 -3.441 -3.882
rdock_07_85 -184.931 -3.513 -1.552
rdock_07_86 -457.756 -4.081 -34.577
rdock_07_87 -235.063 -3.713 -6.594
rdock_07_88 -384.191 -3.940 -18.341
rdock_07_89 -191.481 -3.703 -1.216
rdock_07_90 -152.469 -3.256 -5.071
rdock_07_91 -381.485 -4.021 -30.658
rdock_07_92 -255.276 -4.034 -10.223
rdock_07_93 -294.717 -3.845 -16.360
rdock_07_94 -227.917 -3.826 -2.451
rdock_07_95 -188.080 -3.834 -7.432
rdock_07_96 -270.893 -3.889 -12.508
rdock_07_97 -153.985 -3.856 -14.185
rdock_07_98 -236.940 -3.839 -17.727
rdock_07_99 -352.218 -3.986 -20.912
rdock_07_100 -313.134 -3.796 -8.776
rdock_07_101 -333.732 -3.918 -7.265
rdock_07_102 -213.733 -3.929 1.308
rdock_07_103 -395.752 -4.065 -32.503
rdock_07_104 -310.217 -4.394 -23.641
rdock_07_105 -346.613 -4.006 -27.675
rdock_07_106 -329.636 -3.706 -14.672
rdock_07_107 -374.116 -4.145 -33.828
rdock_07_108 -280.644 -3.997 5.485
rdock_07_109 -286.761 -3.830 -4.946
rdock_07_110 -389.737 -3.851 -30.447
rdock_07_111 -409.724 -3.910 -22.546
rdock_07_112 -238.506 -4.008 -3.817
rdock_07_113 -185.298 -3.311 -16.360
rdock_07_114 -123.964 -3.024 -2.061
rdock_07_115 -211.808 -3.447 -20.278
rdock_07_116 -188.123 -3.669 -9.085
rdock_07_117 -285.534 -3.864 -21.443
rdock_07_118 -275.537 -4.061 -28.124
rdock_07_119 -404.052 -4.103 -31.396
rdock_07_120 -291.977 -3.589 -20.277
rdock_07_121 -347.235 -4.057 -24.296
rdock_07_122 -370.818 -4.093 -14.676
rdock_07_123 -177.834 -3.811 0.811
rdock_07_124 -493.045 -4.065 -17.630
rdock_07_125 -311.152 -3.686 6.343
rdock_07_126 -401.942 -3.694 -21.996
rdock_07_127 -395.303 -4.129 -18.773
rdock_07_128 -299.521 -4.081 -22.759
rdock_07_129 -337.353 -3.907 -4.692
rdock_07_130 -307.484 -4.029 -3.714
rdock_07_131 -328.213 -3.810 -22.930
rdock_07_132 -307.407 -3.359 -22.415
rdock_07_133 -295.190 -3.945 -4.038
rdock_07_134 -364.001 -4.251 -8.813
rdock_07_135 -230.712 -3.648 -7.462
rdock_07_136 -443.235 -4.103 -33.945
rdock_07_137 -443.384 -3.967 -17.569
rdock_07_138 -265.311 -4.021 2.427
rdock_07_139 -434.144 -4.046 -19.009
rdock_07_140 -305.072 -4.250 -3.582
rdock_07_141 -197.002 -3.129 1.274
rdock_07_142 -415.287 -3.986 -40.017
rdock_07_143 -234.904 -4.003 -26.590
rdock_07_144 -328.570 -4.435 -33.958
rdock_07_145 -293.909 -4.069 -14.699
rdock_07_146 -239.873 -4.047 -25.944
rdock_07_147 -334.096 -3.720 -35.279
rdock_07_148 -261.669 -3.712 -4.611
rdock_07_149 -304.388 -4.175 -35.214
rdock_07_150 -368.041 -4.090 -13.745
rdock_08_1 -351.554 -4.041 -26.817
rdock_08_2 -304.693 -4.008 -11.703
rdock_08_3 -176.534 -3.690 -5.099
rdock_08_4 -334.338 -4.333 -33.758
rdock_08_5 -303.403 -4.197 -3.437
rdock_08_6 -316.499 -4.074 -31.537
rdock_08_7 -409.357 -3.814 -28.793
rdock_08_8 -563.712 -3.737 -39.908
rdock_08_9 -191.946 -3.354 -13.050
rdock_08_10 -268.760 -3.727 -16.686
rdock_08_11 -324.653 -3.831 -18.346
rdock_08_12 -248.278 -3.783 -12.165
rdock_08_13 -272.301 -4.053 -25.109
rdock_08_14 -328.646 -4.010 -23.287
rdock_08_15 -217.353 -3.794 -3.630
rdock_08_16 -371.159 -4.234 -33.535
rdock_08_17 -319.109 -4.239 -22.551
rdock_08_18 -367.250 -4.117 -11.434
rdock_08_19 -224.187 -3.814 11.968
rdock_08_20 -360.484 -3.563 -34.652
rdock_08_21 -359.607 -3.978 -18.541
rdock_08_22 -216.465 -3.891 -4.455
rdock_08_23 -311.302 -4.043 -29.139
rdock_08_24 -273.847 -3.977 -25.272
rdock_08_25 -368.661 -4.150 -45.512
rdock_08_26 -491.003 -4.229 -25.731
rdock_08_27 -468.771 -3.981 -29.684
rdock_08_28 -340.922 -3.536 -33.365
rdock_08_29 -358.669 -4.151 -16.467
rdock_08_30 -240.930 -3.850 0.886
rdock_08_31 -166.934 -2.966 6.432
rdock_08_32 -291.730 -4.076 -18.894
rdock_08_33 -246.077 -3.758 -18.069
rdock_08_34 -326.141 -3.720 -27.938
rdock_08_35 -368.968 -4.200 -8.517
rdock_08_36 -248.689 -3.815 -21.331
rdock_08_37 -366.963 -4.137 -35.032
rdock_08_38 -265.198 -4.300 -18.695
rdock_08_39 -333.618 -3.790 -21.298
rdock_08_40 -380.154 -4.296 -13.385
rdock_08_41 -345.058 -4.356 -32.790
rdock_08_42 -324.204 -4.173 -21.323
rdock_08_43 -391.962 -4.119 -23.587
rdock_08_44 -228.779 -2.762 -25.721
rdock_08_45 -431.604 -4.174 -41.119
rdock_08_46 -273.579 -4.154 -17.375
rdock_08_47 -549.899 -4.107 -32.052
rdock_08_48 -224.523 -3.858 -23.867
rdock_08_49 -319.636 -4.171 -27.992
rdock_08_50 -167.611 -3.508 -13.007
rdock_08_51 -344.866 -3.894 -9.578
rdock_08_52 -251.691 -4.104 -5.655
rdock_08_53 -165.363 -3.786 0.864
rdock_08_54 -274.158 -3.707 -19.662
rdock_08_55 -215.015 -3.465 -16.768
rdock_08_56 -411.747 -4.362 -32.895
rdock_08_57 -232.144 -3.153 -15.062
rdock_08_58 -333.004 -3.862 -9.876
rdock_08_59 -433.075 -4.093 -23.365
rdock_08_60 -297.417 -3.985 6.006
rdock_08_61 -310.844 -4.051 -34.589
rdock_08_62 -345.565 -4.135 -13.013
rdock_08_63 -328.244 -4.026 -23.435
rdock_08_64 -277.983 -3.363 -29.126
rdock_08_65 -374.775 -4.124 -30.268
rdock_08_66 -257.289 -4.153 -9.212
rdock_08_67 -304.350 -3.918 -31.717
rdock_08_68 -129.362 -3.662 -2.102
rdock_08_69 -238.670 -4.131 -2.192
rdock_08_70 -245.302 -3.937 -20.247
rdock_08_71 -416.022 -3.722 -38.273
rdock_08_72 -348.262 -4.183 -26.691
rdock_08_73 -232.970 -3.996 -7.592
rdock_08_74 -206.607 -2.766 -20.615
rdock_08_75 -179.556 -3.603 -10.462
rdock_08_76 -261.525 -4.176 -35.065
rdock_08_77 -319.800 -3.993 -3.878
rdock_08_78 -155.239 -3.665 -3.479
rdock_08_79 -358.574 -4.281 -29.266
rdock_08_80 -370.824 -4.138 -28.102
rdock_08_81 -350.121 -4.013 -23.025
rdock_08_82 -220.569 -3.849 -24.868
rdock_08_83 -292.927 -3.219 -7.922
rdock_08_84 -388.312 -4.090 -43.768
rdock_08_85 -376.303 -4.031 -11.151
rdock_08_86 -288.699 -3.776 -28.449
rdock_08_87 -168.289 -3.811 -9.615
rdock_08_88 -178.721 -3.674 -10.069
rdock_08_89 -400.720 -4.138 -45.392
rdock_08_90 -294.261 -4.141 -16.352
rdock_08_91 -319.996 -3.888 -3.962
rdock_08_92 -205.958 -3.967 -4.548
rdock_08_93 -334.116 -3.757 -1.169
rdock_08_94 -276.298 -3.437 7.200
rdock_08_95 -564.146 -4.024 -32.892
rdock_08_96 -314.278 -4.154 -25.751
rdock_08_97 -434.113 -4.049 -25.194
rdock_08_98 -199.127 -3.473 -5.266
rdock_08_99 -194.665 -3.162 -10.883
rdock_08_100 -362.857 -3.833 -12.214
rdock_08_101 -361.243 -3.925 -28.909
rdock_08_102 -280.988 -3.362 -10.764
rdock_08_103 -299.578 -4.194 -17.075
rdock_08_104 -263.221 -3.921 -31.921
rdock_08_105 -319.909 -4.191 -13.953
rdock_08_106 -376.889 -4.178 -40.658
rdock_08_107 -595.696 -4.048 -36.928
rdock_08_108 -262.409 -4.360 -16.893
rdock_08_109 -248.194 -3.892 -5.153
rdock_08_110 -348.912 -4.209 -21.656
rdock_08_111 -279.016 -4.065 -5.257
rdock_08_112 -325.978 -4.197 -23.527
rdock_08_113 -267.959 -4.145 -10.482
rdock_08_114 -299.418 -3.867 -13.456
rdock_08_115 -280.963 -3.959 -27.894
rdock_08_116 -345.861 -3.889 -41.640
rdock_08_117 -295.934 -3.818 -20.676
rdock_08_118 -309.582 -3.946 -2.017
rdock_08_119 -284.958 -4.260 -14.782
rdock_08_120 -399.977 -3.967 -23.773
rdock_08_121 -223.447 -3.776 -9.796
rdock_08_122 -304.082 -4.273 -28.718
rdock_08_123 -282.837 -3.915 -1.940
rdock_08_124 -244.138 -4.325 -14.119
rdock_08_125 -277.262 -4.177 -20.422
rdock_08_126 -356.569 -4.124 -38.001
rdock_08_127 -362.727 -3.844 -41.415
rdock_08_128 -197.620 -3.949 8.689
rdock_08_129 -394.350 -3.769 -35.453
rdock_08_130 -199.019 -3.544 -0.208
rdock_08_131 -385.216 -3.699 -18.424
rdock_08_132 -184.907 -3.495 -8.271
rdock_08_133 -276.356 -3.943 -20.030
rdock_08_134 -405.068 -3.998 -17.000
rdock_08_135 -274.190 -3.980 -24.394
rdock_08_136 -321.404 -4.088 -20.058
rdock_08_137 -142.152 -3.574 -9.763
rdock_08_138 -169.966 -3.404 -16.372
rdock_08_139 -262.448 -4.143 -14.521
rdock_08_140 -393.482 -4.136 -40.234
rdock_08_141 -322.463 -4.037 -42.098
rdock_08_142 -273.855 -4.330 -30.697
rdock_08_143 -339.315 -4.090 -28.587
rdock_08_144 -420.242 -4.071 -32.967
rdock_08_146 -279.226 -3.738 -19.979
rdock_08_147 -280.388 -4.237 -28.626
rdock_08_148 -287.849 -3.947 -15.719
rdock_08_149 -366.623 -4.385 -8.207
rdock_08_150 -228.705 -3.706 8.607
vina_01_1 -547.371 -4.200 -36.096
vina_01_2 -632.325 -4.244 -46.025
vina_01_3 -567.187 -4.305 -33.332
vina_01_4 -549.389 -4.247 -44.109
vina_01_5 -568.088 -4.381 -37.265
vina_01_6 -569.314 -4.433 -42.078
vina_01_7 -611.384 -4.178 -47.205
vina_01_8 -424.949 -4.193 -26.088
vina_01_9 -279.787 -4.351 -14.513
vina_01_10 -550.111 -4.083 -45.705
vina_01_11 -346.697 -4.247 -40.929
vina_01_12 -383.212 -4.350 -31.013
vina_01_13 -430.849 -4.167 -27.762
vina_01_14 -318.455 -4.144 -19.094
vina_01_15 -283.532 -4.055 -29.033
vina_01_16 -308.441 -4.370 -18.643
vina_01_17 -451.669 -4.214 -17.457
vina_01_18 -479.299 -4.185 -24.029
vina_01_19 -311.120 -4.207 -15.820
vina_01_20 -363.009 -4.432 -24.439
vina_01_21 -247.771 -3.827 -1.802
vina_01_22 -362.485 -4.337 -27.065
vina_01_23 -463.415 -4.045 -15.184
vina_01_24 -340.679 -4.529 -22.435
vina_01_25 -519.991 -3.795 -40.399
vina_01_26 -383.141 -4.141 -21.273
vina_01_27 -309.863 -4.381 -10.070
vina_01_28 -447.959 -4.180 -16.490
vina_01_29 -296.072 -4.126 -2.400
vina_01_30 -430.274 -4.426 -24.298
vina_01_31 -390.842 -4.165 -20.686
vina_01_32 -279.879 -4.310 -22.041
vina_01_33 -295.801 -4.217 -16.176
vina_01_34 -226.066 -4.275 -13.171
vina_01_35 -346.803 -4.286 -19.769
vina_01_36 -456.242 -4.141 -18.358
vina_01_37 -362.857 -4.037 -19.750
vina_01_38 -296.017 -4.172 -18.607
vina_01_39 -280.578 -4.207 -30.241
vina_01_40 -245.863 -4.122 -30.088
vina_01_41 -320.870 -4.363 -28.998
vina_01_42 -402.612 -4.296 -13.875
vina_01_43 -349.945 -4.098 -4.838
vina_01_44 -355.681 -3.930 -19.116
vina_01_45 -562.954 -4.020 -33.934
vina_01_46 -326.894 -4.199 1.389
vina_01_47 -342.011 -3.991 1.367
vina_01_48 -293.444 -4.223 -17.660
vina_01_49 -417.525 -4.458 -9.038
vina_01_50 -310.302 -4.102 1.577
vina_01_51 -316.438 -4.153 -13.571
vina_01_52 -329.704 -4.282 -19.245
vina_01_53 -353.577 -4.200 -22.138
vina_01_54 -375.900 -3.749 -26.914
vina_01_55 -291.378 -4.175 10.474
vina_01_56 -340.249 -3.883 -20.800
vina_01_57 -311.637 -3.638 -3.347
vina_01_58 -263.875 -3.827 -9.158
vina_01_59 -343.588 -4.151 -22.981
vina_01_60 -436.133 -4.261 -16.442
vina_01_61 -282.977 -4.278 -10.510
vina_01_62 -311.635 -4.166 -0.664
vina_01_63 -304.063 -3.995 -3.754
vina_01_64 -306.774 -4.095 -23.297
vina_01_65 -331.234 -4.268 -30.521
vina_01_66 -344.811 -3.761 -14.202
vina_01_67 -242.058 -4.178 -6.803
vina_01_68 -297.050 -3.994 -3.053
vina_01_69 -294.327 -4.298 -20.764
vina_01_70 -245.528 -3.982 2.106
vina_01_71 -324.290 -4.117 -13.748
vina_01_72 -260.956 -3.813 0.969
vina_01_73 -311.734 -4.055 -2.544
vina_01_74 -364.774 -4.101 -14.763
vina_01_75 -333.704 -3.909 -18.591
vina_01_76 -302.965 -4.393 -31.474
vina_01_77 -286.369 -3.994 -21.884
vina_01_78 -302.362 -4.103 2.744
vina_01_79 -268.297 -3.716 -23.486
vina_01_80 -328.747 -4.048 -10.240
vina_01_81 -498.365 -4.103 -25.746
vina_01_82 -285.011 -4.216 -19.392
vina_01_83 -321.950 -4.246 -0.385
vina_01_84 -374.314 -4.195 -6.068
